"ray/tune/info/num_steps_sampled","checkpoint: rl_algos/sac_ckpts/dashing-puddle-1030700.ckpt - _step","checkpoint: rl_algos/sac_ckpts/dashing-puddle-1030700.ckpt - _step__MIN","checkpoint: rl_algos/sac_ckpts/dashing-puddle-1030700.ckpt - _step__MAX","checkpoint: rl_algos/sac_ckpts/dashing-puddle-1030700.ckpt - ray/tune/custom_metrics/energy_cost_mean","checkpoint: rl_algos/sac_ckpts/dashing-puddle-1030700.ckpt - ray/tune/custom_metrics/energy_cost_mean__MIN","checkpoint: rl_algos/sac_ckpts/dashing-puddle-1030700.ckpt - ray/tune/custom_metrics/energy_cost_mean__MAX","checkpoint: super-monkey-909 - _step","checkpoint: super-monkey-909 - _step__MIN","checkpoint: super-monkey-909 - _step__MAX","checkpoint: super-monkey-909 - ray/tune/custom_metrics/energy_cost_mean","checkpoint: super-monkey-909 - ray/tune/custom_metrics/energy_cost_mean__MIN","checkpoint: super-monkey-909 - ray/tune/custom_metrics/energy_cost_mean__MAX","checkpoint: rose-galaxy-908 - _step","checkpoint: rose-galaxy-908 - _step__MIN","checkpoint: rose-galaxy-908 - _step__MAX","checkpoint: rose-galaxy-908 - ray/tune/custom_metrics/energy_cost_mean","checkpoint: rose-galaxy-908 - ray/tune/custom_metrics/energy_cost_mean__MIN","checkpoint: rose-galaxy-908 - ray/tune/custom_metrics/energy_cost_mean__MAX","checkpoint: charmed-wind-904 - _step","checkpoint: charmed-wind-904 - _step__MIN","checkpoint: charmed-wind-904 - _step__MAX","checkpoint: charmed-wind-904 - ray/tune/custom_metrics/energy_cost_mean","checkpoint: charmed-wind-904 - ray/tune/custom_metrics/energy_cost_mean__MIN","checkpoint: charmed-wind-904 - ray/tune/custom_metrics/energy_cost_mean__MAX","checkpoint: lucky-wind-900 - _step","checkpoint: lucky-wind-900 - _step__MIN","checkpoint: lucky-wind-900 - _step__MAX","checkpoint: lucky-wind-900 - ray/tune/custom_metrics/energy_cost_mean","checkpoint: lucky-wind-900 - ray/tune/custom_metrics/energy_cost_mean__MIN","checkpoint: lucky-wind-900 - ray/tune/custom_metrics/energy_cost_mean__MAX","checkpoint: brisk-vortex-896 - _step","checkpoint: brisk-vortex-896 - _step__MIN","checkpoint: brisk-vortex-896 - _step__MAX","checkpoint: brisk-vortex-896 - ray/tune/custom_metrics/energy_cost_mean","checkpoint: brisk-vortex-896 - ray/tune/custom_metrics/energy_cost_mean__MIN","checkpoint: brisk-vortex-896 - ray/tune/custom_metrics/energy_cost_mean__MAX","checkpoint: grateful-monkey-892 - _step","checkpoint: grateful-monkey-892 - _step__MIN","checkpoint: grateful-monkey-892 - _step__MAX","checkpoint: grateful-monkey-892 - ray/tune/custom_metrics/energy_cost_mean","checkpoint: grateful-monkey-892 - ray/tune/custom_metrics/energy_cost_mean__MIN","checkpoint: grateful-monkey-892 - ray/tune/custom_metrics/energy_cost_mean__MAX"
"52956","","","","","","","1056","1056","1056","42.1378288269043","42.1378288269043","42.1378288269043","1056","1056","1056","42.1744270324707","42.1744270324707","42.1744270324707","1056","1056","1056","41.972755432128906","41.972755432128906","41.972755432128906","1056","1056","1056","41.972755432128906","41.972755432128906","41.972755432128906","1056","1056","1056","42.26829147338867","42.26829147338867","42.26829147338867","","","","","",""
"53056","","","","","","","1058","1058","1058","41.972755432128906","41.972755432128906","41.972755432128906","1058","1058","1058","42.1744270324707","42.1744270324707","42.1744270324707","1058","1058","1058","42.088951110839844","42.088951110839844","42.088951110839844","1058","1058","1058","41.972755432128906","41.972755432128906","41.972755432128906","1058","1058","1058","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"53156","","","","","","","1060","1060","1060","41.972755432128906","41.972755432128906","41.972755432128906","1060","1060","1060","42.1744270324707","42.1744270324707","42.1744270324707","1060","1060","1060","41.972755432128906","41.972755432128906","41.972755432128906","1060","1060","1060","41.972755432128906","41.972755432128906","41.972755432128906","1060","1060","1060","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"53256","","","","","","","1062","1062","1062","42.095741271972656","42.095741271972656","42.095741271972656","1062","1062","1062","42.1744270324707","42.1744270324707","42.1744270324707","1062","1062","1062","41.972755432128906","41.972755432128906","41.972755432128906","1062","1062","1062","41.972755432128906","41.972755432128906","41.972755432128906","1062","1062","1062","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"53356","","","","","","","1064","1064","1064","41.972755432128906","41.972755432128906","41.972755432128906","1064","1064","1064","42.33917999267578","42.33917999267578","42.33917999267578","1064","1064","1064","41.972755432128906","41.972755432128906","41.972755432128906","1064","1064","1064","41.972755432128906","41.972755432128906","41.972755432128906","1064","1064","1064","42.268287658691406","42.268287658691406","42.268287658691406","","","","","",""
"53456","","","","","","","1066","1066","1066","41.972755432128906","41.972755432128906","41.972755432128906","1066","1066","1066","42.1744270324707","42.1744270324707","42.1744270324707","1066","1066","1066","41.972755432128906","41.972755432128906","41.972755432128906","1066","1066","1066","41.972755432128906","41.972755432128906","41.972755432128906","1066","1066","1066","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"53556","","","","","","","1068","1068","1068","41.972755432128906","41.972755432128906","41.972755432128906","1068","1068","1068","42.293190002441406","42.293190002441406","42.293190002441406","1068","1068","1068","42.08472442626953","42.08472442626953","42.08472442626953","1068","1068","1068","41.972755432128906","41.972755432128906","41.972755432128906","1068","1068","1068","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"53656","","","","","","","1070","1070","1070","41.972755432128906","41.972755432128906","41.972755432128906","1070","1070","1070","42.286399841308594","42.286399841308594","42.286399841308594","1070","1070","1070","41.972755432128906","41.972755432128906","41.972755432128906","1070","1070","1070","41.972755432128906","41.972755432128906","41.972755432128906","1070","1070","1070","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"53756","","","","","","","1072","1072","1072","41.972755432128906","41.972755432128906","41.972755432128906","1072","1072","1072","42.73832702636719","42.73832702636719","42.73832702636719","1072","1072","1072","41.972755432128906","41.972755432128906","41.972755432128906","1072","1072","1072","41.972755432128906","41.972755432128906","41.972755432128906","1072","1072","1072","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"53856","","","","","","","1074","1074","1074","41.972755432128906","41.972755432128906","41.972755432128906","1074","1074","1074","42.50334548950195","42.50334548950195","42.50334548950195","1074","1074","1074","41.972755432128906","41.972755432128906","41.972755432128906","1074","1074","1074","41.972755432128906","41.972755432128906","41.972755432128906","1074","1074","1074","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"53956","","","","","","","1076","1076","1076","41.972755432128906","41.972755432128906","41.972755432128906","1076","1076","1076","42.268287658691406","42.268287658691406","42.268287658691406","1076","1076","1076","41.972755432128906","41.972755432128906","41.972755432128906","1076","1076","1076","41.972755432128906","41.972755432128906","41.972755432128906","1076","1076","1076","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"54056","","","","","","","1078","1078","1078","41.972755432128906","41.972755432128906","41.972755432128906","1078","1078","1078","42.26108169555664","42.26108169555664","42.26108169555664","1078","1078","1078","41.972755432128906","41.972755432128906","41.972755432128906","1078","1078","1078","41.972755432128906","41.972755432128906","41.972755432128906","1078","1078","1078","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"54156","","","","","","","1080","1080","1080","41.972755432128906","41.972755432128906","41.972755432128906","1080","1080","1080","42.1744270324707","42.1744270324707","42.1744270324707","1080","1080","1080","42.08472442626953","42.08472442626953","42.08472442626953","1080","1080","1080","41.972755432128906","41.972755432128906","41.972755432128906","1080","1080","1080","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"54256","","","","","","","1082","1082","1082","41.972755432128906","41.972755432128906","41.972755432128906","1082","1082","1082","42.275081634521484","42.275081634521484","42.275081634521484","1082","1082","1082","41.972755432128906","41.972755432128906","41.972755432128906","1082","1082","1082","41.972755432128906","41.972755432128906","41.972755432128906","1082","1082","1082","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"54356","","","","","","","1084","1084","1084","41.972755432128906","41.972755432128906","41.972755432128906","1084","1084","1084","42.1744270324707","42.1744270324707","42.1744270324707","1084","1084","1084","41.972755432128906","41.972755432128906","41.972755432128906","1084","1084","1084","41.972755432128906","41.972755432128906","41.972755432128906","1084","1084","1084","42.268287658691406","42.268287658691406","42.268287658691406","","","","","",""
"54456","","","","","","","1086","1086","1086","41.972755432128906","41.972755432128906","41.972755432128906","1086","1086","1086","42.1744270324707","42.1744270324707","42.1744270324707","1086","1086","1086","41.972755432128906","41.972755432128906","41.972755432128906","1086","1086","1086","41.972755432128906","41.972755432128906","41.972755432128906","1086","1086","1086","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"54556","","","","","","","1088","1088","1088","41.972755432128906","41.972755432128906","41.972755432128906","1088","1088","1088","42.1744270324707","42.1744270324707","42.1744270324707","1088","1088","1088","41.972755432128906","41.972755432128906","41.972755432128906","1088","1088","1088","41.972755432128906","41.972755432128906","41.972755432128906","1088","1088","1088","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"54656","","","","","","","1090","1090","1090","41.972755432128906","41.972755432128906","41.972755432128906","1090","1090","1090","42.580406188964844","42.580406188964844","42.580406188964844","1090","1090","1090","41.972755432128906","41.972755432128906","41.972755432128906","1090","1090","1090","41.972755432128906","41.972755432128906","41.972755432128906","1090","1090","1090","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"54756","","","","","","","1092","1092","1092","42.097103118896484","42.097103118896484","42.097103118896484","1092","1092","1092","42.1744270324707","42.1744270324707","42.1744270324707","1092","1092","1092","41.972755432128906","41.972755432128906","41.972755432128906","1092","1092","1092","41.972755432128906","41.972755432128906","41.972755432128906","1092","1092","1092","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"54856","","","","","","","1094","1094","1094","41.972755432128906","41.972755432128906","41.972755432128906","1094","1094","1094","42.1744270324707","42.1744270324707","42.1744270324707","1094","1094","1094","41.972755432128906","41.972755432128906","41.972755432128906","1094","1094","1094","41.972755432128906","41.972755432128906","41.972755432128906","1094","1094","1094","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"54956","","","","","","","1096","1096","1096","41.972755432128906","41.972755432128906","41.972755432128906","1096","1096","1096","42.26108169555664","42.26108169555664","42.26108169555664","1096","1096","1096","41.972755432128906","41.972755432128906","41.972755432128906","1096","1096","1096","41.972755432128906","41.972755432128906","41.972755432128906","1096","1096","1096","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"55056","","","","","","","1098","1098","1098","41.972755432128906","41.972755432128906","41.972755432128906","1098","1098","1098","42.1744270324707","42.1744270324707","42.1744270324707","1098","1098","1098","41.972755432128906","41.972755432128906","41.972755432128906","1098","1098","1098","41.972755432128906","41.972755432128906","41.972755432128906","1098","1098","1098","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"55156","","","","","","","1100","1100","1100","41.972755432128906","41.972755432128906","41.972755432128906","1100","1100","1100","42.1744270324707","42.1744270324707","42.1744270324707","1100","1100","1100","41.972755432128906","41.972755432128906","41.972755432128906","1100","1100","1100","41.972755432128906","41.972755432128906","41.972755432128906","1100","1100","1100","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"55256","","","","","","","1102","1102","1102","41.972755432128906","41.972755432128906","41.972755432128906","1102","1102","1102","42.275081634521484","42.275081634521484","42.275081634521484","1102","1102","1102","41.972755432128906","41.972755432128906","41.972755432128906","1102","1102","1102","41.972755432128906","41.972755432128906","41.972755432128906","1102","1102","1102","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"55356","","","","","","","1104","1104","1104","41.972755432128906","41.972755432128906","41.972755432128906","1104","1104","1104","42.1744270324707","42.1744270324707","42.1744270324707","1104","1104","1104","41.972755432128906","41.972755432128906","41.972755432128906","1104","1104","1104","41.972755432128906","41.972755432128906","41.972755432128906","1104","1104","1104","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"55456","","","","","","","1106","1106","1106","41.972755432128906","41.972755432128906","41.972755432128906","1106","1106","1106","42.1744270324707","42.1744270324707","42.1744270324707","1106","1106","1106","41.972755432128906","41.972755432128906","41.972755432128906","1106","1106","1106","41.972755432128906","41.972755432128906","41.972755432128906","1106","1106","1106","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"55556","","","","","","","1108","1108","1108","41.972755432128906","41.972755432128906","41.972755432128906","1108","1108","1108","42.1744270324707","42.1744270324707","42.1744270324707","1108","1108","1108","41.972755432128906","41.972755432128906","41.972755432128906","1108","1108","1108","41.972755432128906","41.972755432128906","41.972755432128906","1108","1108","1108","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"55656","","","","","","","1110","1110","1110","42.07341003417969","42.07341003417969","42.07341003417969","1110","1110","1110","42.1744270324707","42.1744270324707","42.1744270324707","1110","1110","1110","41.972755432128906","41.972755432128906","41.972755432128906","1110","1110","1110","41.972755432128906","41.972755432128906","41.972755432128906","1110","1110","1110","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"55756","","","","","","","1112","1112","1112","41.972755432128906","41.972755432128906","41.972755432128906","1112","1112","1112","42.26149368286133","42.26149368286133","42.26149368286133","1112","1112","1112","41.972755432128906","41.972755432128906","41.972755432128906","1112","1112","1112","41.972755432128906","41.972755432128906","41.972755432128906","1112","1112","1112","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"55856","","","","","","","1114","1114","1114","41.972755432128906","41.972755432128906","41.972755432128906","1114","1114","1114","42.1744270324707","42.1744270324707","42.1744270324707","1114","1114","1114","41.972755432128906","41.972755432128906","41.972755432128906","1114","1114","1114","41.972755432128906","41.972755432128906","41.972755432128906","1114","1114","1114","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"55956","","","","","","","1116","1116","1116","41.972755432128906","41.972755432128906","41.972755432128906","1116","1116","1116","42.1744270324707","42.1744270324707","42.1744270324707","1116","1116","1116","41.972755432128906","41.972755432128906","41.972755432128906","1116","1116","1116","41.972755432128906","41.972755432128906","41.972755432128906","1116","1116","1116","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"56056","","","","","","","1118","1118","1118","41.972755432128906","41.972755432128906","41.972755432128906","1118","1118","1118","42.1744270324707","42.1744270324707","42.1744270324707","1118","1118","1118","41.972755432128906","41.972755432128906","41.972755432128906","1118","1118","1118","41.972755432128906","41.972755432128906","41.972755432128906","1118","1118","1118","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"56156","","","","","","","1120","1120","1120","42.06821823120117","42.06821823120117","42.06821823120117","1120","1120","1120","42.1744270324707","42.1744270324707","42.1744270324707","1120","1120","1120","41.972755432128906","41.972755432128906","41.972755432128906","1120","1120","1120","41.972755432128906","41.972755432128906","41.972755432128906","1120","1120","1120","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"56256","","","","","","","1122","1122","1122","41.972755432128906","41.972755432128906","41.972755432128906","1122","1122","1122","42.1744270324707","42.1744270324707","42.1744270324707","1122","1122","1122","41.972755432128906","41.972755432128906","41.972755432128906","1122","1122","1122","41.972755432128906","41.972755432128906","41.972755432128906","1122","1122","1122","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"56356","","","","","","","1124","1124","1124","41.972755432128906","41.972755432128906","41.972755432128906","1124","1124","1124","42.1744270324707","42.1744270324707","42.1744270324707","1124","1124","1124","41.972755432128906","41.972755432128906","41.972755432128906","1124","1124","1124","41.972755432128906","41.972755432128906","41.972755432128906","1124","1124","1124","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"56456","","","","","","","1126","1126","1126","41.972755432128906","41.972755432128906","41.972755432128906","1126","1126","1126","42.1744270324707","42.1744270324707","42.1744270324707","1126","1126","1126","41.972755432128906","41.972755432128906","41.972755432128906","1126","1126","1126","41.972755432128906","41.972755432128906","41.972755432128906","1126","1126","1126","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"56556","","","","","","","1128","1128","1128","41.972755432128906","41.972755432128906","41.972755432128906","1128","1128","1128","42.1744270324707","42.1744270324707","42.1744270324707","1128","1128","1128","42.06661605834961","42.06661605834961","42.06661605834961","1128","1128","1128","41.972755432128906","41.972755432128906","41.972755432128906","1128","1128","1128","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"56656","","","","","","","1130","1130","1130","41.972755432128906","41.972755432128906","41.972755432128906","1130","1130","1130","42.1744270324707","42.1744270324707","42.1744270324707","1130","1130","1130","42.066612243652344","42.066612243652344","42.066612243652344","1130","1130","1130","41.972755432128906","41.972755432128906","41.972755432128906","1130","1130","1130","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"56756","","","","","","","1132","1132","1132","41.972755432128906","41.972755432128906","41.972755432128906","1132","1132","1132","42.1744270324707","42.1744270324707","42.1744270324707","1132","1132","1132","41.972755432128906","41.972755432128906","41.972755432128906","1132","1132","1132","41.972755432128906","41.972755432128906","41.972755432128906","1132","1132","1132","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"56856","","","","","","","1134","1134","1134","41.972755432128906","41.972755432128906","41.972755432128906","1134","1134","1134","42.1744270324707","42.1744270324707","42.1744270324707","1134","1134","1134","41.972755432128906","41.972755432128906","41.972755432128906","1134","1134","1134","41.972755432128906","41.972755432128906","41.972755432128906","1134","1134","1134","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"56956","","","","","","","1136","1136","1136","42.13750457763672","42.13750457763672","42.13750457763672","1136","1136","1136","42.1744270324707","42.1744270324707","42.1744270324707","1136","1136","1136","41.972755432128906","41.972755432128906","41.972755432128906","1136","1136","1136","41.972755432128906","41.972755432128906","41.972755432128906","1136","1136","1136","42.493751525878906","42.493751525878906","42.493751525878906","","","","","",""
"57056","","","","","","","1138","1138","1138","42.06797409057617","42.06797409057617","42.06797409057617","1138","1138","1138","42.1744270324707","42.1744270324707","42.1744270324707","1138","1138","1138","42.13750457763672","42.13750457763672","42.13750457763672","1138","1138","1138","41.972755432128906","41.972755432128906","41.972755432128906","1138","1138","1138","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"57156","","","","","","","1140","1140","1140","41.972755432128906","41.972755432128906","41.972755432128906","1140","1140","1140","42.1744270324707","42.1744270324707","42.1744270324707","1140","1140","1140","41.972755432128906","41.972755432128906","41.972755432128906","1140","1140","1140","41.972755432128906","41.972755432128906","41.972755432128906","1140","1140","1140","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"57256","","","","","","","1142","1142","1142","41.972755432128906","41.972755432128906","41.972755432128906","1142","1142","1142","42.1744270324707","42.1744270324707","42.1744270324707","1142","1142","1142","42.62824249267578","42.62824249267578","42.62824249267578","1142","1142","1142","42.06797409057617","42.06797409057617","42.06797409057617","1142","1142","1142","42.26829147338867","42.26829147338867","42.26829147338867","","","","","",""
"57356","","","","","","","1144","1144","1144","41.972755432128906","41.972755432128906","41.972755432128906","1144","1144","1144","42.1744270324707","42.1744270324707","42.1744270324707","1144","1144","1144","41.972755432128906","41.972755432128906","41.972755432128906","1144","1144","1144","41.972755432128906","41.972755432128906","41.972755432128906","1144","1144","1144","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"57456","","","","","","","1146","1146","1146","41.972755432128906","41.972755432128906","41.972755432128906","1146","1146","1146","42.1744270324707","42.1744270324707","42.1744270324707","1146","1146","1146","41.972755432128906","41.972755432128906","41.972755432128906","1146","1146","1146","42.09287643432617","42.09287643432617","42.09287643432617","1146","1146","1146","42.29062271118164","42.29062271118164","42.29062271118164","","","","","",""
"57556","","","","","","","1148","1148","1148","41.972755432128906","41.972755432128906","41.972755432128906","1148","1148","1148","42.1744270324707","42.1744270324707","42.1744270324707","1148","1148","1148","41.972755432128906","41.972755432128906","41.972755432128906","1148","1148","1148","41.972755432128906","41.972755432128906","41.972755432128906","1148","1148","1148","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"57656","","","","","","","1150","1150","1150","41.972755432128906","41.972755432128906","41.972755432128906","1150","1150","1150","42.1744270324707","42.1744270324707","42.1744270324707","1150","1150","1150","41.972755432128906","41.972755432128906","41.972755432128906","1150","1150","1150","42.05982208251953","42.05982208251953","42.05982208251953","1150","1150","1150","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"57756","","","","","","","1152","1152","1152","41.972755432128906","41.972755432128906","41.972755432128906","1152","1152","1152","42.1744270324707","42.1744270324707","42.1744270324707","1152","1152","1152","41.972755432128906","41.972755432128906","41.972755432128906","1152","1152","1152","41.972755432128906","41.972755432128906","41.972755432128906","1152","1152","1152","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"57856","","","","","","","1154","1154","1154","41.972755432128906","41.972755432128906","41.972755432128906","1154","1154","1154","42.1744270324707","42.1744270324707","42.1744270324707","1154","1154","1154","42.05982208251953","42.05982208251953","42.05982208251953","1154","1154","1154","42.088951110839844","42.088951110839844","42.088951110839844","1154","1154","1154","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"57956","","","","","","","1156","1156","1156","41.972755432128906","41.972755432128906","41.972755432128906","1156","1156","1156","42.1744270324707","42.1744270324707","42.1744270324707","1156","1156","1156","41.972755432128906","41.972755432128906","41.972755432128906","1156","1156","1156","41.972755432128906","41.972755432128906","41.972755432128906","1156","1156","1156","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"58056","","","","","","","1158","1158","1158","41.972755432128906","41.972755432128906","41.972755432128906","1158","1158","1158","42.1744270324707","42.1744270324707","42.1744270324707","1158","1158","1158","41.972755432128906","41.972755432128906","41.972755432128906","1158","1158","1158","41.972755432128906","41.972755432128906","41.972755432128906","1158","1158","1158","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"58156","","","","","","","1160","1160","1160","41.972755432128906","41.972755432128906","41.972755432128906","1160","1160","1160","42.1744270324707","42.1744270324707","42.1744270324707","1160","1160","1160","41.972755432128906","41.972755432128906","41.972755432128906","1160","1160","1160","41.972755432128906","41.972755432128906","41.972755432128906","1160","1160","1160","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"58256","","","","","","","1162","1162","1162","41.972755432128906","41.972755432128906","41.972755432128906","1162","1162","1162","42.1744270324707","42.1744270324707","42.1744270324707","1162","1162","1162","41.972755432128906","41.972755432128906","41.972755432128906","1162","1162","1162","42.06661605834961","42.06661605834961","42.06661605834961","1162","1162","1162","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"58356","","","","","","","1164","1164","1164","42.06797409057617","42.06797409057617","42.06797409057617","1164","1164","1164","42.1744270324707","42.1744270324707","42.1744270324707","1164","1164","1164","42.088951110839844","42.088951110839844","42.088951110839844","1164","1164","1164","41.972755432128906","41.972755432128906","41.972755432128906","1164","1164","1164","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"58456","","","","","","","1166","1166","1166","41.972755432128906","41.972755432128906","41.972755432128906","1166","1166","1166","42.1744270324707","42.1744270324707","42.1744270324707","1166","1166","1166","41.972755432128906","41.972755432128906","41.972755432128906","1166","1166","1166","41.972755432128906","41.972755432128906","41.972755432128906","1166","1166","1166","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"58556","","","","","","","1168","1168","1168","41.972755432128906","41.972755432128906","41.972755432128906","1168","1168","1168","42.1744270324707","42.1744270324707","42.1744270324707","1168","1168","1168","41.972755432128906","41.972755432128906","41.972755432128906","1168","1168","1168","41.972755432128906","41.972755432128906","41.972755432128906","1168","1168","1168","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"58656","","","","","","","1170","1170","1170","41.972755432128906","41.972755432128906","41.972755432128906","1170","1170","1170","42.1744270324707","42.1744270324707","42.1744270324707","1170","1170","1170","41.972755432128906","41.972755432128906","41.972755432128906","1170","1170","1170","41.972755432128906","41.972755432128906","41.972755432128906","1170","1170","1170","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"58756","","","","","","","1172","1172","1172","41.972755432128906","41.972755432128906","41.972755432128906","1172","1172","1172","42.1744270324707","42.1744270324707","42.1744270324707","1172","1172","1172","41.972755432128906","41.972755432128906","41.972755432128906","1172","1172","1172","42.13750457763672","42.13750457763672","42.13750457763672","1172","1172","1172","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"58856","","","","","","","1174","1174","1174","41.972755432128906","41.972755432128906","41.972755432128906","1174","1174","1174","42.1744270324707","42.1744270324707","42.1744270324707","1174","1174","1174","41.972755432128906","41.972755432128906","41.972755432128906","1174","1174","1174","41.972755432128906","41.972755432128906","41.972755432128906","1174","1174","1174","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"58956","","","","","","","1176","1176","1176","41.972755432128906","41.972755432128906","41.972755432128906","1176","1176","1176","42.1744270324707","42.1744270324707","42.1744270324707","1176","1176","1176","41.972755432128906","41.972755432128906","41.972755432128906","1176","1176","1176","41.972755432128906","41.972755432128906","41.972755432128906","1176","1176","1176","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"59056","","","","","","","1178","1178","1178","41.972755432128906","41.972755432128906","41.972755432128906","1178","1178","1178","42.1744270324707","42.1744270324707","42.1744270324707","1178","1178","1178","42.07341003417969","42.07341003417969","42.07341003417969","1178","1178","1178","42.066612243652344","42.066612243652344","42.066612243652344","1178","1178","1178","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"59156","","","","","","","1180","1180","1180","41.972755432128906","41.972755432128906","41.972755432128906","1180","1180","1180","42.26829147338867","42.26829147338867","42.26829147338867","1180","1180","1180","42.15367889404297","42.15367889404297","42.15367889404297","1180","1180","1180","41.972755432128906","41.972755432128906","41.972755432128906","1180","1180","1180","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"59256","","","","","","","1182","1182","1182","41.972755432128906","41.972755432128906","41.972755432128906","1182","1182","1182","42.1744270324707","42.1744270324707","42.1744270324707","1182","1182","1182","42.1550407409668","42.1550407409668","42.1550407409668","1182","1182","1182","41.972755432128906","41.972755432128906","41.972755432128906","1182","1182","1182","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"59356","","","","","","","1184","1184","1184","41.972755432128906","41.972755432128906","41.972755432128906","1184","1184","1184","42.1744270324707","42.1744270324707","42.1744270324707","1184","1184","1184","41.972755432128906","41.972755432128906","41.972755432128906","1184","1184","1184","41.972755432128906","41.972755432128906","41.972755432128906","1184","1184","1184","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"59456","","","","","","","1186","1186","1186","41.972755432128906","41.972755432128906","41.972755432128906","1186","1186","1186","42.1744270324707","42.1744270324707","42.1744270324707","1186","1186","1186","42.07341003417969","42.07341003417969","42.07341003417969","1186","1186","1186","41.972755432128906","41.972755432128906","41.972755432128906","1186","1186","1186","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"59556","","","","","","","1188","1188","1188","41.972755432128906","41.972755432128906","41.972755432128906","1188","1188","1188","42.1744270324707","42.1744270324707","42.1744270324707","1188","1188","1188","41.972755432128906","41.972755432128906","41.972755432128906","1188","1188","1188","41.972755432128906","41.972755432128906","41.972755432128906","1188","1188","1188","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
"59656","","","","","","","1190","1190","1190","41.972755432128906","41.972755432128906","41.972755432128906","1190","1190","1190","42.1744270324707","42.1744270324707","42.1744270324707","1190","1190","1190","41.972755432128906","41.972755432128906","41.972755432128906","1190","1190","1190","42.06821823120117","42.06821823120117","42.06821823120117","1190","1190","1190","42.1744270324707","42.1744270324707","42.1744270324707","","","","","",""
