"ray/tune/info/num_steps_sampled","threshold_type: 10 - _step","threshold_type: 10 - _step__MIN","threshold_type: 10 - _step__MAX","threshold_type: 10 - ray/tune/custom_metrics/is_step_in_real_mean","threshold_type: 10 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","threshold_type: 10 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","threshold_type: 7 - _step","threshold_type: 7 - _step__MIN","threshold_type: 7 - _step__MAX","threshold_type: 7 - ray/tune/custom_metrics/is_step_in_real_mean","threshold_type: 7 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","threshold_type: 7 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","threshold_type: 5 - _step","threshold_type: 5 - _step__MIN","threshold_type: 5 - _step__MAX","threshold_type: 5 - ray/tune/custom_metrics/is_step_in_real_mean","threshold_type: 5 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","threshold_type: 5 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","threshold_type: 3 - _step","threshold_type: 3 - _step__MIN","threshold_type: 3 - _step__MAX","threshold_type: 3 - ray/tune/custom_metrics/is_step_in_real_mean","threshold_type: 3 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","threshold_type: 3 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","threshold_type: 1 - _step","threshold_type: 1 - _step__MIN","threshold_type: 1 - _step__MAX","threshold_type: 1 - ray/tune/custom_metrics/is_step_in_real_mean","threshold_type: 1 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","threshold_type: 1 - ray/tune/custom_metrics/is_step_in_real_mean__MAX"
"18700","186","186","186","1","1","1","186","186","186","0.9599999785423279","0.9599999785423279","0.9599999785423279","186","186","186","0.7300000190734863","0.7300000190734863","0.7300000190734863","186","186","186","0.1599999964237213","0.1599999964237213","0.1599999964237213","186","186","186","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"18800","187","187","187","1","1","1","187","187","187","0.949999988079071","0.949999988079071","0.949999988079071","187","187","187","0.6899999976158142","0.6899999976158142","0.6899999976158142","187","187","187","0.17000000178813934","0.17000000178813934","0.17000000178813934","187","187","187","0","0","0"
"18900","188","188","188","0.9900000095367432","0.9900000095367432","0.9900000095367432","188","188","188","0.949999988079071","0.949999988079071","0.949999988079071","188","188","188","0.699999988079071","0.699999988079071","0.699999988079071","188","188","188","0.18000000715255737","0.18000000715255737","0.18000000715255737","188","188","188","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"19000","189","189","189","0.9900000095367432","0.9900000095367432","0.9900000095367432","189","189","189","0.9700000286102295","0.9700000286102295","0.9700000286102295","189","189","189","0.7300000190734863","0.7300000190734863","0.7300000190734863","189","189","189","0.1899999976158142","0.1899999976158142","0.1899999976158142","189","189","189","0","0","0"
"19100","190","190","190","1","1","1","190","190","190","0.9599999785423279","0.9599999785423279","0.9599999785423279","190","190","190","0.699999988079071","0.699999988079071","0.699999988079071","190","190","190","0.2199999988079071","0.2199999988079071","0.2199999988079071","190","190","190","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"19200","191","191","191","1","1","1","191","191","191","0.9599999785423279","0.9599999785423279","0.9599999785423279","191","191","191","0.6499999761581421","0.6499999761581421","0.6499999761581421","191","191","191","0.2199999988079071","0.2199999988079071","0.2199999988079071","191","191","191","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"19300","192","192","192","1","1","1","192","192","192","0.9599999785423279","0.9599999785423279","0.9599999785423279","192","192","192","0.7300000190734863","0.7300000190734863","0.7300000190734863","192","192","192","0.1599999964237213","0.1599999964237213","0.1599999964237213","192","192","192","0","0","0"
"19400","193","193","193","1","1","1","193","193","193","0.9399999976158142","0.9399999976158142","0.9399999976158142","193","193","193","0.7200000286102295","0.7200000286102295","0.7200000286102295","193","193","193","0.20000000298023224","0.20000000298023224","0.20000000298023224","193","193","193","0","0","0"
"19500","194","194","194","0.9900000095367432","0.9900000095367432","0.9900000095367432","194","194","194","0.949999988079071","0.949999988079071","0.949999988079071","194","194","194","0.699999988079071","0.699999988079071","0.699999988079071","194","194","194","0.17000000178813934","0.17000000178813934","0.17000000178813934","194","194","194","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"19600","195","195","195","1","1","1","195","195","195","0.9599999785423279","0.9599999785423279","0.9599999785423279","195","195","195","0.6800000071525574","0.6800000071525574","0.6800000071525574","195","195","195","0.23000000417232513","0.23000000417232513","0.23000000417232513","195","195","195","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"19700","196","196","196","1","1","1","196","196","196","0.9599999785423279","0.9599999785423279","0.9599999785423279","196","196","196","0.7300000190734863","0.7300000190734863","0.7300000190734863","196","196","196","0.15000000596046448","0.15000000596046448","0.15000000596046448","196","196","196","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"19800","197","197","197","1","1","1","197","197","197","0.9700000286102295","0.9700000286102295","0.9700000286102295","197","197","197","0.6200000047683716","0.6200000047683716","0.6200000047683716","197","197","197","0.1899999976158142","0.1899999976158142","0.1899999976158142","197","197","197","0","0","0"
"19900","198","198","198","1","1","1","198","198","198","0.9200000166893005","0.9200000166893005","0.9200000166893005","198","198","198","0.6299999952316284","0.6299999952316284","0.6299999952316284","198","198","198","0.1899999976158142","0.1899999976158142","0.1899999976158142","198","198","198","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"20000","199","199","199","0.9900000095367432","0.9900000095367432","0.9900000095367432","199","199","199","0.9599999785423279","0.9599999785423279","0.9599999785423279","199","199","199","0.6200000047683716","0.6200000047683716","0.6200000047683716","199","199","199","0.14000000059604645","0.14000000059604645","0.14000000059604645","199","199","199","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"20100","200","200","200","1","1","1","200","200","200","0.9700000286102295","0.9700000286102295","0.9700000286102295","200","200","200","0.6700000166893005","0.6700000166893005","0.6700000166893005","200","200","200","0.1899999976158142","0.1899999976158142","0.1899999976158142","200","200","200","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"20200","201","201","201","1","1","1","201","201","201","0.9599999785423279","0.9599999785423279","0.9599999785423279","201","201","201","0.6600000262260437","0.6600000262260437","0.6600000262260437","201","201","201","0.1899999976158142","0.1899999976158142","0.1899999976158142","201","201","201","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"20300","202","202","202","0.9900000095367432","0.9900000095367432","0.9900000095367432","202","202","202","0.9900000095367432","0.9900000095367432","0.9900000095367432","202","202","202","0.6499999761581421","0.6499999761581421","0.6499999761581421","202","202","202","0.25","0.25","0.25","202","202","202","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"20400","203","203","203","1","1","1","203","203","203","0.9599999785423279","0.9599999785423279","0.9599999785423279","203","203","203","0.6899999976158142","0.6899999976158142","0.6899999976158142","203","203","203","0.17000000178813934","0.17000000178813934","0.17000000178813934","203","203","203","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"20500","204","204","204","0.9800000190734863","0.9800000190734863","0.9800000190734863","204","204","204","0.9599999785423279","0.9599999785423279","0.9599999785423279","204","204","204","0.7300000190734863","0.7300000190734863","0.7300000190734863","204","204","204","0.2800000011920929","0.2800000011920929","0.2800000011920929","204","204","204","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"20600","205","205","205","0.9900000095367432","0.9900000095367432","0.9900000095367432","205","205","205","0.9100000262260437","0.9100000262260437","0.9100000262260437","205","205","205","0.6700000166893005","0.6700000166893005","0.6700000166893005","205","205","205","0.20999999344348907","0.20999999344348907","0.20999999344348907","205","205","205","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"20700","206","206","206","0.9900000095367432","0.9900000095367432","0.9900000095367432","206","206","206","0.9700000286102295","0.9700000286102295","0.9700000286102295","206","206","206","0.7099999785423279","0.7099999785423279","0.7099999785423279","206","206","206","0.18000000715255737","0.18000000715255737","0.18000000715255737","206","206","206","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"20800","207","207","207","1","1","1","207","207","207","0.9599999785423279","0.9599999785423279","0.9599999785423279","207","207","207","0.699999988079071","0.699999988079071","0.699999988079071","207","207","207","0.23000000417232513","0.23000000417232513","0.23000000417232513","207","207","207","0","0","0"
"20900","208","208","208","1","1","1","208","208","208","0.9800000190734863","0.9800000190734863","0.9800000190734863","208","208","208","0.6700000166893005","0.6700000166893005","0.6700000166893005","208","208","208","0.10999999940395355","0.10999999940395355","0.10999999940395355","208","208","208","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"21000","209","209","209","1","1","1","209","209","209","0.9399999976158142","0.9399999976158142","0.9399999976158142","209","209","209","0.7400000095367432","0.7400000095367432","0.7400000095367432","209","209","209","0.17000000178813934","0.17000000178813934","0.17000000178813934","209","209","209","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"21100","210","210","210","0.9900000095367432","0.9900000095367432","0.9900000095367432","210","210","210","0.9800000190734863","0.9800000190734863","0.9800000190734863","210","210","210","0.6600000262260437","0.6600000262260437","0.6600000262260437","210","210","210","0.18000000715255737","0.18000000715255737","0.18000000715255737","210","210","210","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"21200","211","211","211","0.9900000095367432","0.9900000095367432","0.9900000095367432","211","211","211","0.9399999976158142","0.9399999976158142","0.9399999976158142","211","211","211","0.6100000143051147","0.6100000143051147","0.6100000143051147","211","211","211","0.18000000715255737","0.18000000715255737","0.18000000715255737","211","211","211","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"21300","212","212","212","1","1","1","212","212","212","0.9300000071525574","0.9300000071525574","0.9300000071525574","212","212","212","0.6800000071525574","0.6800000071525574","0.6800000071525574","212","212","212","0.27000001072883606","0.27000001072883606","0.27000001072883606","212","212","212","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"21400","213","213","213","0.9900000095367432","0.9900000095367432","0.9900000095367432","213","213","213","1","1","1","213","213","213","0.7099999785423279","0.7099999785423279","0.7099999785423279","213","213","213","0.14000000059604645","0.14000000059604645","0.14000000059604645","213","213","213","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"21500","214","214","214","1","1","1","214","214","214","0.9900000095367432","0.9900000095367432","0.9900000095367432","214","214","214","0.6499999761581421","0.6499999761581421","0.6499999761581421","214","214","214","0.1599999964237213","0.1599999964237213","0.1599999964237213","214","214","214","0.05000000074505806","0.05000000074505806","0.05000000074505806"
"21600","215","215","215","1","1","1","215","215","215","1","1","1","215","215","215","0.6000000238418579","0.6000000238418579","0.6000000238418579","215","215","215","0.2199999988079071","0.2199999988079071","0.2199999988079071","215","215","215","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"21700","216","216","216","1","1","1","216","216","216","0.9900000095367432","0.9900000095367432","0.9900000095367432","216","216","216","0.6399999856948853","0.6399999856948853","0.6399999856948853","216","216","216","0.20000000298023224","0.20000000298023224","0.20000000298023224","216","216","216","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"21800","217","217","217","0.9900000095367432","0.9900000095367432","0.9900000095367432","217","217","217","0.9700000286102295","0.9700000286102295","0.9700000286102295","217","217","217","0.6100000143051147","0.6100000143051147","0.6100000143051147","217","217","217","0.23999999463558197","0.23999999463558197","0.23999999463558197","217","217","217","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"21900","218","218","218","1","1","1","218","218","218","0.9399999976158142","0.9399999976158142","0.9399999976158142","218","218","218","0.6800000071525574","0.6800000071525574","0.6800000071525574","218","218","218","0.20000000298023224","0.20000000298023224","0.20000000298023224","218","218","218","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"22000","219","219","219","1","1","1","219","219","219","0.9700000286102295","0.9700000286102295","0.9700000286102295","219","219","219","0.7300000190734863","0.7300000190734863","0.7300000190734863","219","219","219","0.2199999988079071","0.2199999988079071","0.2199999988079071","219","219","219","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"22100","220","220","220","1","1","1","220","220","220","0.9900000095367432","0.9900000095367432","0.9900000095367432","220","220","220","0.7400000095367432","0.7400000095367432","0.7400000095367432","220","220","220","0.14000000059604645","0.14000000059604645","0.14000000059604645","220","220","220","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"22200","221","221","221","1","1","1","221","221","221","0.949999988079071","0.949999988079071","0.949999988079071","221","221","221","0.6800000071525574","0.6800000071525574","0.6800000071525574","221","221","221","0.20000000298023224","0.20000000298023224","0.20000000298023224","221","221","221","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"22300","222","222","222","1","1","1","222","222","222","1","1","1","222","222","222","0.5600000023841858","0.5600000023841858","0.5600000023841858","222","222","222","0.25","0.25","0.25","222","222","222","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"22400","223","223","223","0.9900000095367432","0.9900000095367432","0.9900000095367432","223","223","223","0.9800000190734863","0.9800000190734863","0.9800000190734863","223","223","223","0.6899999976158142","0.6899999976158142","0.6899999976158142","223","223","223","0.1599999964237213","0.1599999964237213","0.1599999964237213","223","223","223","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"22500","224","224","224","1","1","1","224","224","224","0.9800000190734863","0.9800000190734863","0.9800000190734863","224","224","224","0.6800000071525574","0.6800000071525574","0.6800000071525574","224","224","224","0.23999999463558197","0.23999999463558197","0.23999999463558197","224","224","224","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"22600","225","225","225","1","1","1","225","225","225","0.9599999785423279","0.9599999785423279","0.9599999785423279","225","225","225","0.6600000262260437","0.6600000262260437","0.6600000262260437","225","225","225","0.23999999463558197","0.23999999463558197","0.23999999463558197","225","225","225","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"22700","226","226","226","1","1","1","226","226","226","0.9700000286102295","0.9700000286102295","0.9700000286102295","226","226","226","0.6200000047683716","0.6200000047683716","0.6200000047683716","226","226","226","0.17000000178813934","0.17000000178813934","0.17000000178813934","226","226","226","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"22800","227","227","227","0.9800000190734863","0.9800000190734863","0.9800000190734863","227","227","227","0.9800000190734863","0.9800000190734863","0.9800000190734863","227","227","227","0.5899999737739563","0.5899999737739563","0.5899999737739563","227","227","227","0.14000000059604645","0.14000000059604645","0.14000000059604645","227","227","227","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"22900","228","228","228","0.9900000095367432","0.9900000095367432","0.9900000095367432","228","228","228","0.9900000095367432","0.9900000095367432","0.9900000095367432","228","228","228","0.6100000143051147","0.6100000143051147","0.6100000143051147","228","228","228","0.23000000417232513","0.23000000417232513","0.23000000417232513","228","228","228","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"23000","229","229","229","0.9800000190734863","0.9800000190734863","0.9800000190734863","229","229","229","0.9900000095367432","0.9900000095367432","0.9900000095367432","229","229","229","0.699999988079071","0.699999988079071","0.699999988079071","229","229","229","0.1899999976158142","0.1899999976158142","0.1899999976158142","229","229","229","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"23100","230","230","230","1","1","1","230","230","230","0.9800000190734863","0.9800000190734863","0.9800000190734863","230","230","230","0.6600000262260437","0.6600000262260437","0.6600000262260437","230","230","230","0.12999999523162842","0.12999999523162842","0.12999999523162842","230","230","230","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"23200","231","231","231","1","1","1","231","231","231","1","1","1","231","231","231","0.6600000262260437","0.6600000262260437","0.6600000262260437","231","231","231","0.17000000178813934","0.17000000178813934","0.17000000178813934","231","231","231","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"23300","232","232","232","0.9900000095367432","0.9900000095367432","0.9900000095367432","232","232","232","0.9800000190734863","0.9800000190734863","0.9800000190734863","232","232","232","0.5600000023841858","0.5600000023841858","0.5600000023841858","232","232","232","0.12999999523162842","0.12999999523162842","0.12999999523162842","232","232","232","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"23400","233","233","233","0.9900000095367432","0.9900000095367432","0.9900000095367432","233","233","233","0.9700000286102295","0.9700000286102295","0.9700000286102295","233","233","233","0.6200000047683716","0.6200000047683716","0.6200000047683716","233","233","233","0.18000000715255737","0.18000000715255737","0.18000000715255737","233","233","233","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"23500","234","234","234","1","1","1","234","234","234","0.949999988079071","0.949999988079071","0.949999988079071","234","234","234","0.5799999833106995","0.5799999833106995","0.5799999833106995","234","234","234","0.17000000178813934","0.17000000178813934","0.17000000178813934","234","234","234","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"23600","235","235","235","1","1","1","235","235","235","0.9800000190734863","0.9800000190734863","0.9800000190734863","235","235","235","0.6299999952316284","0.6299999952316284","0.6299999952316284","235","235","235","0.20000000298023224","0.20000000298023224","0.20000000298023224","235","235","235","0","0","0"
"23700","236","236","236","0.9800000190734863","0.9800000190734863","0.9800000190734863","236","236","236","0.9800000190734863","0.9800000190734863","0.9800000190734863","236","236","236","0.6700000166893005","0.6700000166893005","0.6700000166893005","236","236","236","0.15000000596046448","0.15000000596046448","0.15000000596046448","236","236","236","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"23800","237","237","237","0.9900000095367432","0.9900000095367432","0.9900000095367432","237","237","237","0.9700000286102295","0.9700000286102295","0.9700000286102295","237","237","237","0.5899999737739563","0.5899999737739563","0.5899999737739563","237","237","237","0.2199999988079071","0.2199999988079071","0.2199999988079071","237","237","237","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"23900","238","238","238","1","1","1","238","238","238","0.9700000286102295","0.9700000286102295","0.9700000286102295","238","238","238","0.6399999856948853","0.6399999856948853","0.6399999856948853","238","238","238","0.20999999344348907","0.20999999344348907","0.20999999344348907","238","238","238","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"24000","239","239","239","1","1","1","239","239","239","0.9800000190734863","0.9800000190734863","0.9800000190734863","239","239","239","0.6800000071525574","0.6800000071525574","0.6800000071525574","239","239","239","0.20999999344348907","0.20999999344348907","0.20999999344348907","239","239","239","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"24100","240","240","240","1","1","1","240","240","240","0.9700000286102295","0.9700000286102295","0.9700000286102295","240","240","240","0.5899999737739563","0.5899999737739563","0.5899999737739563","240","240","240","0.17000000178813934","0.17000000178813934","0.17000000178813934","240","240","240","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"24200","241","241","241","0.9900000095367432","0.9900000095367432","0.9900000095367432","241","241","241","0.9599999785423279","0.9599999785423279","0.9599999785423279","241","241","241","0.6800000071525574","0.6800000071525574","0.6800000071525574","241","241","241","0.25","0.25","0.25","241","241","241","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"24300","242","242","242","1","1","1","242","242","242","0.9700000286102295","0.9700000286102295","0.9700000286102295","242","242","242","0.6600000262260437","0.6600000262260437","0.6600000262260437","242","242","242","0.20999999344348907","0.20999999344348907","0.20999999344348907","242","242","242","0.05000000074505806","0.05000000074505806","0.05000000074505806"
"24400","243","243","243","1","1","1","243","243","243","0.9900000095367432","0.9900000095367432","0.9900000095367432","243","243","243","0.6200000047683716","0.6200000047683716","0.6200000047683716","243","243","243","0.23000000417232513","0.23000000417232513","0.23000000417232513","243","243","243","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"24500","244","244","244","1","1","1","244","244","244","0.9700000286102295","0.9700000286102295","0.9700000286102295","244","244","244","0.6299999952316284","0.6299999952316284","0.6299999952316284","244","244","244","0.20999999344348907","0.20999999344348907","0.20999999344348907","244","244","244","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"24600","245","245","245","1","1","1","245","245","245","0.949999988079071","0.949999988079071","0.949999988079071","245","245","245","0.6800000071525574","0.6800000071525574","0.6800000071525574","245","245","245","0.2199999988079071","0.2199999988079071","0.2199999988079071","245","245","245","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"24700","246","246","246","1","1","1","246","246","246","0.9900000095367432","0.9900000095367432","0.9900000095367432","246","246","246","0.6700000166893005","0.6700000166893005","0.6700000166893005","246","246","246","0.23999999463558197","0.23999999463558197","0.23999999463558197","246","246","246","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"24800","247","247","247","1","1","1","247","247","247","0.9599999785423279","0.9599999785423279","0.9599999785423279","247","247","247","0.6499999761581421","0.6499999761581421","0.6499999761581421","247","247","247","0.1599999964237213","0.1599999964237213","0.1599999964237213","247","247","247","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"24900","248","248","248","1","1","1","248","248","248","1","1","1","248","248","248","0.6600000262260437","0.6600000262260437","0.6600000262260437","248","248","248","0.20999999344348907","0.20999999344348907","0.20999999344348907","248","248","248","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"25000","249","249","249","0.9900000095367432","0.9900000095367432","0.9900000095367432","249","249","249","0.9700000286102295","0.9700000286102295","0.9700000286102295","249","249","249","0.6200000047683716","0.6200000047683716","0.6200000047683716","249","249","249","0.11999999731779099","0.11999999731779099","0.11999999731779099","249","249","249","0","0","0"
"25100","250","250","250","1","1","1","250","250","250","0.9900000095367432","0.9900000095367432","0.9900000095367432","250","250","250","0.6499999761581421","0.6499999761581421","0.6499999761581421","250","250","250","0.20000000298023224","0.20000000298023224","0.20000000298023224","250","250","250","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"25200","251","251","251","1","1","1","251","251","251","0.9800000190734863","0.9800000190734863","0.9800000190734863","251","251","251","0.5400000214576721","0.5400000214576721","0.5400000214576721","251","251","251","0.2800000011920929","0.2800000011920929","0.2800000011920929","251","251","251","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"25300","252","252","252","0.9900000095367432","0.9900000095367432","0.9900000095367432","252","252","252","1","1","1","252","252","252","0.6899999976158142","0.6899999976158142","0.6899999976158142","252","252","252","0.25","0.25","0.25","252","252","252","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"25400","253","253","253","1","1","1","253","253","253","0.9700000286102295","0.9700000286102295","0.9700000286102295","253","253","253","0.7099999785423279","0.7099999785423279","0.7099999785423279","253","253","253","0.2800000011920929","0.2800000011920929","0.2800000011920929","253","253","253","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"25500","254","254","254","1","1","1","254","254","254","0.9700000286102295","0.9700000286102295","0.9700000286102295","254","254","254","0.6399999856948853","0.6399999856948853","0.6399999856948853","254","254","254","0.20999999344348907","0.20999999344348907","0.20999999344348907","254","254","254","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"25600","255","255","255","1","1","1","255","255","255","0.9800000190734863","0.9800000190734863","0.9800000190734863","255","255","255","0.6299999952316284","0.6299999952316284","0.6299999952316284","255","255","255","0.25999999046325684","0.25999999046325684","0.25999999046325684","255","255","255","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"25700","256","256","256","1","1","1","256","256","256","0.9800000190734863","0.9800000190734863","0.9800000190734863","256","256","256","0.6399999856948853","0.6399999856948853","0.6399999856948853","256","256","256","0.1599999964237213","0.1599999964237213","0.1599999964237213","256","256","256","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"25800","257","257","257","1","1","1","257","257","257","0.9800000190734863","0.9800000190734863","0.9800000190734863","257","257","257","0.6200000047683716","0.6200000047683716","0.6200000047683716","257","257","257","0.20000000298023224","0.20000000298023224","0.20000000298023224","257","257","257","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"25900","258","258","258","1","1","1","258","258","258","0.9599999785423279","0.9599999785423279","0.9599999785423279","258","258","258","0.6299999952316284","0.6299999952316284","0.6299999952316284","258","258","258","0.12999999523162842","0.12999999523162842","0.12999999523162842","258","258","258","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"26000","259","259","259","0.9900000095367432","0.9900000095367432","0.9900000095367432","259","259","259","0.9599999785423279","0.9599999785423279","0.9599999785423279","259","259","259","0.5699999928474426","0.5699999928474426","0.5699999928474426","259","259","259","0.30000001192092896","0.30000001192092896","0.30000001192092896","259","259","259","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"26100","260","260","260","1","1","1","260","260","260","0.9700000286102295","0.9700000286102295","0.9700000286102295","260","260","260","0.6100000143051147","0.6100000143051147","0.6100000143051147","260","260","260","0.20999999344348907","0.20999999344348907","0.20999999344348907","260","260","260","0.05000000074505806","0.05000000074505806","0.05000000074505806"
"26200","261","261","261","1","1","1","261","261","261","0.9900000095367432","0.9900000095367432","0.9900000095367432","261","261","261","0.6499999761581421","0.6499999761581421","0.6499999761581421","261","261","261","0.2199999988079071","0.2199999988079071","0.2199999988079071","261","261","261","0.05999999865889549","0.05999999865889549","0.05999999865889549"
"26300","262","262","262","1","1","1","262","262","262","1","1","1","262","262","262","0.5600000023841858","0.5600000023841858","0.5600000023841858","262","262","262","0.17000000178813934","0.17000000178813934","0.17000000178813934","262","262","262","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"26400","263","263","263","1","1","1","263","263","263","0.9900000095367432","0.9900000095367432","0.9900000095367432","263","263","263","0.5600000023841858","0.5600000023841858","0.5600000023841858","263","263","263","0.20000000298023224","0.20000000298023224","0.20000000298023224","263","263","263","0.05000000074505806","0.05000000074505806","0.05000000074505806"
"26500","264","264","264","0.9900000095367432","0.9900000095367432","0.9900000095367432","264","264","264","0.9800000190734863","0.9800000190734863","0.9800000190734863","264","264","264","0.6499999761581421","0.6499999761581421","0.6499999761581421","264","264","264","0.20000000298023224","0.20000000298023224","0.20000000298023224","264","264","264","0.029999999329447746","0.029999999329447746","0.029999999329447746"
"26600","265","265","265","1","1","1","265","265","265","1","1","1","265","265","265","0.6299999952316284","0.6299999952316284","0.6299999952316284","265","265","265","0.20999999344348907","0.20999999344348907","0.20999999344348907","265","265","265","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"26700","266","266","266","1","1","1","266","266","266","0.9900000095367432","0.9900000095367432","0.9900000095367432","266","266","266","0.6499999761581421","0.6499999761581421","0.6499999761581421","266","266","266","0.12999999523162842","0.12999999523162842","0.12999999523162842","266","266","266","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"26800","267","267","267","1","1","1","267","267","267","0.9900000095367432","0.9900000095367432","0.9900000095367432","267","267","267","0.6399999856948853","0.6399999856948853","0.6399999856948853","267","267","267","0.17000000178813934","0.17000000178813934","0.17000000178813934","267","267","267","0.03999999910593033","0.03999999910593033","0.03999999910593033"
"26900","268","268","268","1","1","1","268","268","268","0.9700000286102295","0.9700000286102295","0.9700000286102295","268","268","268","0.6000000238418579","0.6000000238418579","0.6000000238418579","268","268","268","0.23999999463558197","0.23999999463558197","0.23999999463558197","268","268","268","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"27000","269","269","269","1","1","1","269","269","269","0.9800000190734863","0.9800000190734863","0.9800000190734863","269","269","269","0.6899999976158142","0.6899999976158142","0.6899999976158142","269","269","269","0.12999999523162842","0.12999999523162842","0.12999999523162842","269","269","269","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"27100","270","270","270","1","1","1","270","270","270","0.9900000095367432","0.9900000095367432","0.9900000095367432","270","270","270","0.6299999952316284","0.6299999952316284","0.6299999952316284","270","270","270","0.1599999964237213","0.1599999964237213","0.1599999964237213","270","270","270","0","0","0"
"27200","271","271","271","1","1","1","271","271","271","0.9900000095367432","0.9900000095367432","0.9900000095367432","271","271","271","0.699999988079071","0.699999988079071","0.699999988079071","271","271","271","0.25999999046325684","0.25999999046325684","0.25999999046325684","271","271","271","0.009999999776482582","0.009999999776482582","0.009999999776482582"
"27300","272","272","272","1","1","1","272","272","272","1","1","1","272","272","272","0.5600000023841858","0.5600000023841858","0.5600000023841858","272","272","272","0.20000000298023224","0.20000000298023224","0.20000000298023224","272","272","272","0.019999999552965164","0.019999999552965164","0.019999999552965164"
"27400","273","273","273","1","1","1","273","273","273","0.9800000190734863","0.9800000190734863","0.9800000190734863","273","273","273","0.5899999737739563","0.5899999737739563","0.5899999737739563","273","273","273","0.1899999976158142","0.1899999976158142","0.1899999976158142","273","273","273","0.029999999329447746","0.029999999329447746","0.029999999329447746"
