"ray/tune/info/num_steps_sampled","threshold_type: 1 - _step","threshold_type: 1 - _step__MIN","threshold_type: 1 - _step__MAX","threshold_type: 1 - ray/tune/custom_metrics/prediction_error_mean","threshold_type: 1 - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: 1 - ray/tune/custom_metrics/prediction_error_mean__MAX","threshold_type: s - _step","threshold_type: s - _step__MIN","threshold_type: s - _step__MAX","threshold_type: s - ray/tune/custom_metrics/prediction_error_mean","threshold_type: s - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: s - ray/tune/custom_metrics/prediction_error_mean__MAX","threshold_type: hard - _step","threshold_type: hard - _step__MIN","threshold_type: hard - _step__MAX","threshold_type: hard - ray/tune/custom_metrics/prediction_error_mean","threshold_type: hard - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: hard - ray/tune/custom_metrics/prediction_error_mean__MAX","threshold_type: convex - _step","threshold_type: convex - _step__MIN","threshold_type: convex - _step__MAX","threshold_type: convex - ray/tune/custom_metrics/prediction_error_mean","threshold_type: convex - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: convex - ray/tune/custom_metrics/prediction_error_mean__MAX","threshold_type: concave - _step","threshold_type: concave - _step__MIN","threshold_type: concave - _step__MAX","threshold_type: concave - ray/tune/custom_metrics/prediction_error_mean","threshold_type: concave - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: concave - ray/tune/custom_metrics/prediction_error_mean__MAX"
"15100","150","150","150","-0.11170724779367447","-0.11170724779367447","-0.11170724779367447","150","150","150","0.017603794112801552","0.017603794112801552","0.017603794112801552","150","150","150","0.10852200537919998","0.10852200537919998","0.10852200537919998","150","150","150","0.05158334597945213","0.05158334597945213","0.05158334597945213","150","150","150","0.13830538094043732","0.13830538094043732","0.13830538094043732"
"15200","151","151","151","-0.11842191964387894","-0.11842191964387894","-0.11842191964387894","151","151","151","0.03814590349793434","0.03814590349793434","0.03814590349793434","151","151","151","0.11630678176879883","0.11630678176879883","0.11630678176879883","151","151","151","0.0734434574842453","0.0734434574842453","0.0734434574842453","151","151","151","0.13453175127506256","0.13453175127506256","0.13453175127506256"
"15300","152","152","152","-0.12114264816045761","-0.12114264816045761","-0.12114264816045761","152","152","152","0.029496848583221436","0.029496848583221436","0.029496848583221436","152","152","152","0.09746287018060684","0.09746287018060684","0.09746287018060684","152","152","152","0.06605169922113419","0.06605169922113419","0.06605169922113419","152","152","152","0.15543432533740997","0.15543432533740997","0.15543432533740997"
"15400","153","153","153","-0.11829770356416702","-0.11829770356416702","-0.11829770356416702","153","153","153","0.026691380888223648","0.026691380888223648","0.026691380888223648","153","153","153","0.08853045850992203","0.08853045850992203","0.08853045850992203","153","153","153","0.07714851945638657","0.07714851945638657","0.07714851945638657","153","153","153","0.14658133685588837","0.14658133685588837","0.14658133685588837"
"15500","154","154","154","-0.12977802753448486","-0.12977802753448486","-0.12977802753448486","154","154","154","0.019144775345921516","0.019144775345921516","0.019144775345921516","154","154","154","0.10496506094932556","0.10496506094932556","0.10496506094932556","154","154","154","0.08495278656482697","0.08495278656482697","0.08495278656482697","154","154","154","0.15112057328224182","0.15112057328224182","0.15112057328224182"
"15600","155","155","155","-0.12228348851203918","-0.12228348851203918","-0.12228348851203918","155","155","155","0.03191932663321495","0.03191932663321495","0.03191932663321495","155","155","155","0.11016055941581726","0.11016055941581726","0.11016055941581726","155","155","155","0.07605138421058655","0.07605138421058655","0.07605138421058655","155","155","155","0.14233708381652832","0.14233708381652832","0.14233708381652832"
"15700","156","156","156","-0.13036498427391052","-0.13036498427391052","-0.13036498427391052","156","156","156","0.026818132027983665","0.026818132027983665","0.026818132027983665","156","156","156","0.10255064070224762","0.10255064070224762","0.10255064070224762","156","156","156","0.08686278760433197","0.08686278760433197","0.08686278760433197","156","156","156","0.13686929643154144","0.13686929643154144","0.13686929643154144"
"15800","157","157","157","-0.139383465051651","-0.139383465051651","-0.139383465051651","157","157","157","0.023857293650507927","0.023857293650507927","0.023857293650507927","157","157","157","0.09589096903800964","0.09589096903800964","0.09589096903800964","157","157","157","0.1074497327208519","0.1074497327208519","0.1074497327208519","157","157","157","0.13776591420173645","0.13776591420173645","0.13776591420173645"
"15900","158","158","158","-0.1393110156059265","-0.1393110156059265","-0.1393110156059265","158","158","158","0.023088525980710983","0.023088525980710983","0.023088525980710983","158","158","158","0.10739095509052277","0.10739095509052277","0.10739095509052277","158","158","158","0.09884782135486603","0.09884782135486603","0.09884782135486603","158","158","158","0.149832084774971","0.149832084774971","0.149832084774971"
"16000","159","159","159","-0.150405615568161","-0.150405615568161","-0.150405615568161","159","159","159","0.021584859117865562","0.021584859117865562","0.021584859117865562","159","159","159","0.0860484316945076","0.0860484316945076","0.0860484316945076","159","159","159","0.11074011772871017","0.11074011772871017","0.11074011772871017","159","159","159","0.14320895075798035","0.14320895075798035","0.14320895075798035"
"16100","160","160","160","-0.14392460882663727","-0.14392460882663727","-0.14392460882663727","160","160","160","0.01847660169005394","0.01847660169005394","0.01847660169005394","160","160","160","0.0954773873090744","0.0954773873090744","0.0954773873090744","160","160","160","0.1207360327243805","0.1207360327243805","0.1207360327243805","160","160","160","0.15687055885791779","0.15687055885791779","0.15687055885791779"
"16200","161","161","161","-0.1418982446193695","-0.1418982446193695","-0.1418982446193695","161","161","161","0.03252318501472473","0.03252318501472473","0.03252318501472473","161","161","161","0.09366017580032349","0.09366017580032349","0.09366017580032349","161","161","161","0.1158641055226326","0.1158641055226326","0.1158641055226326","161","161","161","0.152011439204216","0.152011439204216","0.152011439204216"
"16300","162","162","162","-0.14954981207847595","-0.14954981207847595","-0.14954981207847595","162","162","162","0.01129123568534851","0.01129123568534851","0.01129123568534851","162","162","162","0.09711963683366776","0.09711963683366776","0.09711963683366776","162","162","162","0.13198187947273254","0.13198187947273254","0.13198187947273254","162","162","162","0.1545584797859192","0.1545584797859192","0.1545584797859192"
"16400","163","163","163","-0.14672069251537323","-0.14672069251537323","-0.14672069251537323","163","163","163","0.026669267565011978","0.026669267565011978","0.026669267565011978","163","163","163","0.10949969291687012","0.10949969291687012","0.10949969291687012","163","163","163","0.12683245539665222","0.12683245539665222","0.12683245539665222","163","163","163","0.15155574679374695","0.15155574679374695","0.15155574679374695"
"16500","164","164","164","-0.15223602950572968","-0.15223602950572968","-0.15223602950572968","164","164","164","0.015541917644441128","0.015541917644441128","0.015541917644441128","164","164","164","0.09868120402097702","0.09868120402097702","0.09868120402097702","164","164","164","0.11893753707408905","0.11893753707408905","0.11893753707408905","164","164","164","0.13939711451530457","0.13939711451530457","0.13939711451530457"
"16600","165","165","165","-0.1693105250597","-0.1693105250597","-0.1693105250597","165","165","165","0.01810687966644764","0.01810687966644764","0.01810687966644764","165","165","165","0.10237318277359009","0.10237318277359009","0.10237318277359009","165","165","165","0.11800576746463776","0.11800576746463776","0.11800576746463776","165","165","165","0.15202836692333221","0.15202836692333221","0.15202836692333221"
"16700","166","166","166","-0.1683722883462906","-0.1683722883462906","-0.1683722883462906","166","166","166","0.012537728995084763","0.012537728995084763","0.012537728995084763","166","166","166","0.09457677602767944","0.09457677602767944","0.09457677602767944","166","166","166","0.10559233278036118","0.10559233278036118","0.10559233278036118","166","166","166","0.16237035393714905","0.16237035393714905","0.16237035393714905"
"16800","167","167","167","-0.16988691687583923","-0.16988691687583923","-0.16988691687583923","167","167","167","0.02077026106417179","0.02077026106417179","0.02077026106417179","167","167","167","0.08919177949428558","0.08919177949428558","0.08919177949428558","167","167","167","0.1139238253235817","0.1139238253235817","0.1139238253235817","167","167","167","0.14464254677295685","0.14464254677295685","0.14464254677295685"
"16900","168","168","168","-0.1704959273338318","-0.1704959273338318","-0.1704959273338318","168","168","168","0.020278222858905792","0.020278222858905792","0.020278222858905792","168","168","168","0.09251049906015396","0.09251049906015396","0.09251049906015396","168","168","168","0.11587557941675186","0.11587557941675186","0.11587557941675186","168","168","168","0.1451108753681183","0.1451108753681183","0.1451108753681183"
"17000","169","169","169","-0.16511963307857513","-0.16511963307857513","-0.16511963307857513","169","169","169","0.009300066158175468","0.009300066158175468","0.009300066158175468","169","169","169","0.09851096570491791","0.09851096570491791","0.09851096570491791","169","169","169","0.11080250889062881","0.11080250889062881","0.11080250889062881","169","169","169","0.14885002374649048","0.14885002374649048","0.14885002374649048"
"17100","170","170","170","-0.16308678686618805","-0.16308678686618805","-0.16308678686618805","170","170","170","0.015400270000100136","0.015400270000100136","0.015400270000100136","170","170","170","0.08854639530181885","0.08854639530181885","0.08854639530181885","170","170","170","0.12415198236703873","0.12415198236703873","0.12415198236703873","170","170","170","0.15327852964401245","0.15327852964401245","0.15327852964401245"
"17200","171","171","171","-0.18126118183135986","-0.18126118183135986","-0.18126118183135986","171","171","171","0.016434695571660995","0.016434695571660995","0.016434695571660995","171","171","171","0.09606251120567322","0.09606251120567322","0.09606251120567322","171","171","171","0.11579325795173645","0.11579325795173645","0.11579325795173645","171","171","171","0.13888849318027496","0.13888849318027496","0.13888849318027496"
"17300","172","172","172","-0.1696695238351822","-0.1696695238351822","-0.1696695238351822","172","172","172","0.01133423950523138","0.01133423950523138","0.01133423950523138","172","172","172","0.08947740495204926","0.08947740495204926","0.08947740495204926","172","172","172","0.10813814401626587","0.10813814401626587","0.10813814401626587","172","172","172","0.15050767362117767","0.15050767362117767","0.15050767362117767"
"17400","173","173","173","-0.19030378758907318","-0.19030378758907318","-0.19030378758907318","173","173","173","0.011874480172991753","0.011874480172991753","0.011874480172991753","173","173","173","0.09185958653688431","0.09185958653688431","0.09185958653688431","173","173","173","0.11116807162761688","0.11116807162761688","0.11116807162761688","173","173","173","0.1553005874156952","0.1553005874156952","0.1553005874156952"
"17500","174","174","174","-0.18145838379859924","-0.18145838379859924","-0.18145838379859924","174","174","174","0.009825626388192177","0.009825626388192177","0.009825626388192177","174","174","174","0.09241802245378494","0.09241802245378494","0.09241802245378494","174","174","174","0.11192505061626434","0.11192505061626434","0.11192505061626434","174","174","174","0.13827261328697205","0.13827261328697205","0.13827261328697205"
"17600","175","175","175","-0.1867378205060959","-0.1867378205060959","-0.1867378205060959","175","175","175","0.012149360962212086","0.012149360962212086","0.012149360962212086","175","175","175","0.09754826873540878","0.09754826873540878","0.09754826873540878","175","175","175","0.10330292582511902","0.10330292582511902","0.10330292582511902","175","175","175","0.1505170464515686","0.1505170464515686","0.1505170464515686"
"17700","176","176","176","-0.19322583079338074","-0.19322583079338074","-0.19322583079338074","176","176","176","0.0009915693663060665","0.0009915693663060665","0.0009915693663060665","176","176","176","0.08469279855489731","0.08469279855489731","0.08469279855489731","176","176","176","0.10120639204978943","0.10120639204978943","0.10120639204978943","176","176","176","0.14036031067371368","0.14036031067371368","0.14036031067371368"
"17800","177","177","177","-0.1963379979133606","-0.1963379979133606","-0.1963379979133606","177","177","177","0.008132481947541237","0.008132481947541237","0.008132481947541237","177","177","177","0.08726326376199722","0.08726326376199722","0.08726326376199722","177","177","177","0.11019375920295715","0.11019375920295715","0.11019375920295715","177","177","177","0.1447857767343521","0.1447857767343521","0.1447857767343521"
"17900","178","178","178","-0.2003680169582367","-0.2003680169582367","-0.2003680169582367","178","178","178","0.004871933721005917","0.004871933721005917","0.004871933721005917","178","178","178","0.09333572536706924","0.09333572536706924","0.09333572536706924","178","178","178","0.10317561030387878","0.10317561030387878","0.10317561030387878","178","178","178","0.13326191902160645","0.13326191902160645","0.13326191902160645"
"18000","179","179","179","-0.2026759535074234","-0.2026759535074234","-0.2026759535074234","179","179","179","0.012203020043671131","0.012203020043671131","0.012203020043671131","179","179","179","0.0846811980009079","0.0846811980009079","0.0846811980009079","179","179","179","0.09642600268125534","0.09642600268125534","0.09642600268125534","179","179","179","0.1408359706401825","0.1408359706401825","0.1408359706401825"
"18100","180","180","180","-0.2110634744167328","-0.2110634744167328","-0.2110634744167328","180","180","180","0.00941306073218584","0.00941306073218584","0.00941306073218584","180","180","180","0.0912528708577156","0.0912528708577156","0.0912528708577156","180","180","180","0.10714603960514069","0.10714603960514069","0.10714603960514069","180","180","180","0.14931245148181915","0.14931245148181915","0.14931245148181915"
"18200","181","181","181","-0.20684926211833954","-0.20684926211833954","-0.20684926211833954","181","181","181","0.004830553196370602","0.004830553196370602","0.004830553196370602","181","181","181","0.09710202366113663","0.09710202366113663","0.09710202366113663","181","181","181","0.10247144848108292","0.10247144848108292","0.10247144848108292","181","181","181","0.14201249182224274","0.14201249182224274","0.14201249182224274"
"18300","182","182","182","-0.20824037492275238","-0.20824037492275238","-0.20824037492275238","182","182","182","-0.0024050322826951742","-0.0024050322826951742","-0.0024050322826951742","182","182","182","0.09303218871355057","0.09303218871355057","0.09303218871355057","182","182","182","0.11048470437526703","0.11048470437526703","0.11048470437526703","182","182","182","0.14525535702705383","0.14525535702705383","0.14525535702705383"
"18400","183","183","183","-0.21239802241325378","-0.21239802241325378","-0.21239802241325378","183","183","183","-0.002982210600748658","-0.002982210600748658","-0.002982210600748658","183","183","183","0.08983157575130463","0.08983157575130463","0.08983157575130463","183","183","183","0.12199898064136505","0.12199898064136505","0.12199898064136505","183","183","183","0.12677395343780518","0.12677395343780518","0.12677395343780518"
"18500","184","184","184","-0.21266880631446838","-0.21266880631446838","-0.21266880631446838","184","184","184","0.002546090865507722","0.002546090865507722","0.002546090865507722","184","184","184","0.08287593722343445","0.08287593722343445","0.08287593722343445","184","184","184","0.10991532355546951","0.10991532355546951","0.10991532355546951","184","184","184","0.14667652547359467","0.14667652547359467","0.14667652547359467"
"18600","185","185","185","-0.21659085154533386","-0.21659085154533386","-0.21659085154533386","185","185","185","0.007108091376721859","0.007108091376721859","0.007108091376721859","185","185","185","0.09687279164791107","0.09687279164791107","0.09687279164791107","185","185","185","0.10338412970304489","0.10338412970304489","0.10338412970304489","185","185","185","0.13786253333091736","0.13786253333091736","0.13786253333091736"
"18700","186","186","186","-0.21459755301475525","-0.21459755301475525","-0.21459755301475525","186","186","186","0.008784865029156208","0.008784865029156208","0.008784865029156208","186","186","186","0.08739487081766129","0.08739487081766129","0.08739487081766129","186","186","186","0.10362446308135986","0.10362446308135986","0.10362446308135986","186","186","186","0.14382994174957275","0.14382994174957275","0.14382994174957275"
"18800","187","187","187","-0.21301274001598358","-0.21301274001598358","-0.21301274001598358","187","187","187","-0.005432297009974718","-0.005432297009974718","-0.005432297009974718","187","187","187","0.09852586686611176","0.09852586686611176","0.09852586686611176","187","187","187","0.09202940762042999","0.09202940762042999","0.09202940762042999","187","187","187","0.14744554460048676","0.14744554460048676","0.14744554460048676"
"18900","188","188","188","-0.22094549238681793","-0.22094549238681793","-0.22094549238681793","188","188","188","0.0011801525251939893","0.0011801525251939893","0.0011801525251939893","188","188","188","0.10076440870761871","0.10076440870761871","0.10076440870761871","188","188","188","0.0998876690864563","0.0998876690864563","0.0998876690864563","188","188","188","0.1312563568353653","0.1312563568353653","0.1312563568353653"
"19000","189","189","189","-0.21723774075508118","-0.21723774075508118","-0.21723774075508118","189","189","189","-0.004164533689618111","-0.004164533689618111","-0.004164533689618111","189","189","189","0.08216620236635208","0.08216620236635208","0.08216620236635208","189","189","189","0.09707820415496826","0.09707820415496826","0.09707820415496826","189","189","189","0.15013737976551056","0.15013737976551056","0.15013737976551056"
"19100","190","190","190","-0.21850547194480896","-0.21850547194480896","-0.21850547194480896","190","190","190","0.0010668360628187656","0.0010668360628187656","0.0010668360628187656","190","190","190","0.07969354093074799","0.07969354093074799","0.07969354093074799","190","190","190","0.09609632939100266","0.09609632939100266","0.09609632939100266","190","190","190","0.14921292662620544","0.14921292662620544","0.14921292662620544"
"19200","191","191","191","-0.21519902348518372","-0.21519902348518372","-0.21519902348518372","191","191","191","-0.0093762231990695","-0.0093762231990695","-0.0093762231990695","191","191","191","0.09291231632232666","0.09291231632232666","0.09291231632232666","191","191","191","0.10423009097576141","0.10423009097576141","0.10423009097576141","191","191","191","0.14929620921611786","0.14929620921611786","0.14929620921611786"
"19300","192","192","192","-0.21267476677894592","-0.21267476677894592","-0.21267476677894592","192","192","192","0.0008894435013644397","0.0008894435013644397","0.0008894435013644397","192","192","192","0.0906139388680458","0.0906139388680458","0.0906139388680458","192","192","192","0.10134438425302505","0.10134438425302505","0.10134438425302505","192","192","192","0.13233868777751923","0.13233868777751923","0.13233868777751923"
"19400","193","193","193","-0.21202097833156586","-0.21202097833156586","-0.21202097833156586","193","193","193","-0.011114940978586674","-0.011114940978586674","-0.011114940978586674","193","193","193","0.08734161406755447","0.08734161406755447","0.08734161406755447","193","193","193","0.09300857782363892","0.09300857782363892","0.09300857782363892","193","193","193","0.1375921666622162","0.1375921666622162","0.1375921666622162"
"19500","194","194","194","-0.21373909711837769","-0.21373909711837769","-0.21373909711837769","194","194","194","-0.0003627361438702792","-0.0003627361438702792","-0.0003627361438702792","194","194","194","0.082691989839077","0.082691989839077","0.082691989839077","194","194","194","0.10780391097068787","0.10780391097068787","0.10780391097068787","194","194","194","0.14235299825668335","0.14235299825668335","0.14235299825668335"
"19600","195","195","195","-0.21712395548820496","-0.21712395548820496","-0.21712395548820496","195","195","195","0.008524088189005852","0.008524088189005852","0.008524088189005852","195","195","195","0.09097540378570557","0.09097540378570557","0.09097540378570557","195","195","195","0.09404977411031723","0.09404977411031723","0.09404977411031723","195","195","195","0.13102763891220093","0.13102763891220093","0.13102763891220093"
"19700","196","196","196","-0.2206936776638031","-0.2206936776638031","-0.2206936776638031","196","196","196","-0.0007733982056379318","-0.0007733982056379318","-0.0007733982056379318","196","196","196","0.08476697653532028","0.08476697653532028","0.08476697653532028","196","196","196","0.1013801246881485","0.1013801246881485","0.1013801246881485","196","196","196","0.14869782328605652","0.14869782328605652","0.14869782328605652"
"19800","197","197","197","-0.20630435645580292","-0.20630435645580292","-0.20630435645580292","197","197","197","-0.007009434513747692","-0.007009434513747692","-0.007009434513747692","197","197","197","0.0938829630613327","0.0938829630613327","0.0938829630613327","197","197","197","0.0967751070857048","0.0967751070857048","0.0967751070857048","197","197","197","0.13397528231143951","0.13397528231143951","0.13397528231143951"
"19900","198","198","198","-0.21372073888778687","-0.21372073888778687","-0.21372073888778687","198","198","198","-0.004989226348698139","-0.004989226348698139","-0.004989226348698139","198","198","198","0.08398254215717316","0.08398254215717316","0.08398254215717316","198","198","198","0.10053932666778564","0.10053932666778564","0.10053932666778564","198","198","198","0.12463105469942093","0.12463105469942093","0.12463105469942093"
"20000","199","199","199","-0.2202320545911789","-0.2202320545911789","-0.2202320545911789","199","199","199","-0.006570111960172653","-0.006570111960172653","-0.006570111960172653","199","199","199","0.0936054214835167","0.0936054214835167","0.0936054214835167","199","199","199","0.10057132691144943","0.10057132691144943","0.10057132691144943","199","199","199","0.14440621435642242","0.14440621435642242","0.14440621435642242"
"20100","200","200","200","-0.21327736973762512","-0.21327736973762512","-0.21327736973762512","200","200","200","0.007335866801440716","0.007335866801440716","0.007335866801440716","200","200","200","0.0950201153755188","0.0950201153755188","0.0950201153755188","200","200","200","0.10533712059259415","0.10533712059259415","0.10533712059259415","200","200","200","0.13857078552246094","0.13857078552246094","0.13857078552246094"
"20200","201","201","201","-0.21330294013023376","-0.21330294013023376","-0.21330294013023376","201","201","201","-0.00722186453640461","-0.00722186453640461","-0.00722186453640461","201","201","201","0.09196868538856506","0.09196868538856506","0.09196868538856506","201","201","201","0.11016782373189926","0.11016782373189926","0.11016782373189926","201","201","201","0.13321778178215027","0.13321778178215027","0.13321778178215027"
"20300","202","202","202","-0.2192479968070984","-0.2192479968070984","-0.2192479968070984","202","202","202","-0.008669187314808369","-0.008669187314808369","-0.008669187314808369","202","202","202","0.08661074191331863","0.08661074191331863","0.08661074191331863","202","202","202","0.09961529821157455","0.09961529821157455","0.09961529821157455","202","202","202","0.1313634067773819","0.1313634067773819","0.1313634067773819"
"20400","203","203","203","-0.2165783941745758","-0.2165783941745758","-0.2165783941745758","203","203","203","-0.006606294773519039","-0.006606294773519039","-0.006606294773519039","203","203","203","0.09039432555437088","0.09039432555437088","0.09039432555437088","203","203","203","0.10240930318832397","0.10240930318832397","0.10240930318832397","203","203","203","0.137046217918396","0.137046217918396","0.137046217918396"
"20500","204","204","204","-0.21209517121315002","-0.21209517121315002","-0.21209517121315002","204","204","204","-0.004164137411862612","-0.004164137411862612","-0.004164137411862612","204","204","204","0.0929574966430664","0.0929574966430664","0.0929574966430664","204","204","204","0.09319788962602615","0.09319788962602615","0.09319788962602615","204","204","204","0.12127577513456345","0.12127577513456345","0.12127577513456345"
"20600","205","205","205","-0.21512672305107117","-0.21512672305107117","-0.21512672305107117","205","205","205","-0.007216670550405979","-0.007216670550405979","-0.007216670550405979","205","205","205","0.0854317843914032","0.0854317843914032","0.0854317843914032","205","205","205","0.09466072171926498","0.09466072171926498","0.09466072171926498","205","205","205","0.12228141725063324","0.12228141725063324","0.12228141725063324"
"20700","206","206","206","-0.21504145860671997","-0.21504145860671997","-0.21504145860671997","206","206","206","-0.0034554435405880213","-0.0034554435405880213","-0.0034554435405880213","206","206","206","0.08657655119895935","0.08657655119895935","0.08657655119895935","206","206","206","0.09823300689458847","0.09823300689458847","0.09823300689458847","206","206","206","0.14384815096855164","0.14384815096855164","0.14384815096855164"
"20800","207","207","207","-0.21267709136009216","-0.21267709136009216","-0.21267709136009216","207","207","207","-0.007663113996386528","-0.007663113996386528","-0.007663113996386528","207","207","207","0.09296426177024841","0.09296426177024841","0.09296426177024841","207","207","207","0.09137231111526489","0.09137231111526489","0.09137231111526489","207","207","207","0.13817983865737915","0.13817983865737915","0.13817983865737915"
"20900","208","208","208","-0.21211279928684235","-0.21211279928684235","-0.21211279928684235","208","208","208","-0.022913213819265366","-0.022913213819265366","-0.022913213819265366","208","208","208","0.08704932034015656","0.08704932034015656","0.08704932034015656","208","208","208","0.08989439159631729","0.08989439159631729","0.08989439159631729","208","208","208","0.12953095138072968","0.12953095138072968","0.12953095138072968"
"21000","209","209","209","-0.21795737743377686","-0.21795737743377686","-0.21795737743377686","209","209","209","-0.015024876222014427","-0.015024876222014427","-0.015024876222014427","209","209","209","0.09044991433620453","0.09044991433620453","0.09044991433620453","209","209","209","0.09209176152944565","0.09209176152944565","0.09209176152944565","209","209","209","0.12668617069721222","0.12668617069721222","0.12668617069721222"
"21100","210","210","210","-0.2176985740661621","-0.2176985740661621","-0.2176985740661621","210","210","210","-0.015179386362433434","-0.015179386362433434","-0.015179386362433434","210","210","210","0.09564121812582016","0.09564121812582016","0.09564121812582016","210","210","210","0.09675532579421997","0.09675532579421997","0.09675532579421997","210","210","210","0.13508901000022888","0.13508901000022888","0.13508901000022888"
"21200","211","211","211","-0.2188466340303421","-0.2188466340303421","-0.2188466340303421","211","211","211","-0.01342939492315054","-0.01342939492315054","-0.01342939492315054","211","211","211","0.09288200736045837","0.09288200736045837","0.09288200736045837","211","211","211","0.10445229709148407","0.10445229709148407","0.10445229709148407","211","211","211","0.13736723363399506","0.13736723363399506","0.13736723363399506"
"21300","212","212","212","-0.20773115754127502","-0.20773115754127502","-0.20773115754127502","212","212","212","-0.01069517433643341","-0.01069517433643341","-0.01069517433643341","212","212","212","0.08669701963663101","0.08669701963663101","0.08669701963663101","212","212","212","0.09837423264980316","0.09837423264980316","0.09837423264980316","212","212","212","0.12744837999343872","0.12744837999343872","0.12744837999343872"
"21400","213","213","213","-0.22094303369522095","-0.22094303369522095","-0.22094303369522095","213","213","213","-0.01856120675802231","-0.01856120675802231","-0.01856120675802231","213","213","213","0.07596983015537262","0.07596983015537262","0.07596983015537262","213","213","213","0.0942944660782814","0.0942944660782814","0.0942944660782814","213","213","213","0.1456330120563507","0.1456330120563507","0.1456330120563507"
"21500","214","214","214","-0.21219514310359955","-0.21219514310359955","-0.21219514310359955","214","214","214","-0.0033544213511049747","-0.0033544213511049747","-0.0033544213511049747","214","214","214","0.0858536884188652","0.0858536884188652","0.0858536884188652","214","214","214","0.09023839235305786","0.09023839235305786","0.09023839235305786","214","214","214","0.13368086516857147","0.13368086516857147","0.13368086516857147"
"21600","215","215","215","-0.2194095104932785","-0.2194095104932785","-0.2194095104932785","215","215","215","-0.013949340209364891","-0.013949340209364891","-0.013949340209364891","215","215","215","0.08224648982286453","0.08224648982286453","0.08224648982286453","215","215","215","0.09933613985776901","0.09933613985776901","0.09933613985776901","215","215","215","0.12813590466976166","0.12813590466976166","0.12813590466976166"
"21700","216","216","216","-0.21403397619724274","-0.21403397619724274","-0.21403397619724274","216","216","216","-0.009426534175872803","-0.009426534175872803","-0.009426534175872803","216","216","216","0.08495829999446869","0.08495829999446869","0.08495829999446869","216","216","216","0.10616741329431534","0.10616741329431534","0.10616741329431534","216","216","216","0.1259867250919342","0.1259867250919342","0.1259867250919342"
"21800","217","217","217","-0.2168259620666504","-0.2168259620666504","-0.2168259620666504","217","217","217","-0.01827736385166645","-0.01827736385166645","-0.01827736385166645","217","217","217","0.08233781158924103","0.08233781158924103","0.08233781158924103","217","217","217","0.09474600106477737","0.09474600106477737","0.09474600106477737","217","217","217","0.13760919868946075","0.13760919868946075","0.13760919868946075"
"21900","218","218","218","-0.21655966341495514","-0.21655966341495514","-0.21655966341495514","218","218","218","-0.01728331856429577","-0.01728331856429577","-0.01728331856429577","218","218","218","0.07289652526378632","0.07289652526378632","0.07289652526378632","218","218","218","0.0868178978562355","0.0868178978562355","0.0868178978562355","218","218","218","0.13542966544628143","0.13542966544628143","0.13542966544628143"
"22000","219","219","219","-0.22205549478530884","-0.22205549478530884","-0.22205549478530884","219","219","219","-0.008188843727111816","-0.008188843727111816","-0.008188843727111816","219","219","219","0.08854442089796066","0.08854442089796066","0.08854442089796066","219","219","219","0.09302879124879837","0.09302879124879837","0.09302879124879837","219","219","219","0.14516980946063995","0.14516980946063995","0.14516980946063995"
"22100","220","220","220","-0.21896684169769287","-0.21896684169769287","-0.21896684169769287","220","220","220","-0.009767994284629822","-0.009767994284629822","-0.009767994284629822","220","220","220","0.08182069659233093","0.08182069659233093","0.08182069659233093","220","220","220","0.0910077914595604","0.0910077914595604","0.0910077914595604","220","220","220","0.13702510297298431","0.13702510297298431","0.13702510297298431"
"22200","221","221","221","-0.22294066846370697","-0.22294066846370697","-0.22294066846370697","221","221","221","-0.023496393114328384","-0.023496393114328384","-0.023496393114328384","221","221","221","0.07865080237388611","0.07865080237388611","0.07865080237388611","221","221","221","0.08526343107223511","0.08526343107223511","0.08526343107223511","221","221","221","0.13441810011863708","0.13441810011863708","0.13441810011863708"
"22300","222","222","222","-0.21909451484680176","-0.21909451484680176","-0.21909451484680176","222","222","222","-0.002255341736599803","-0.002255341736599803","-0.002255341736599803","222","222","222","0.0921662449836731","0.0921662449836731","0.0921662449836731","222","222","222","0.09583726525306702","0.09583726525306702","0.09583726525306702","222","222","222","0.13988281786441803","0.13988281786441803","0.13988281786441803"
"22400","223","223","223","-0.21139325201511383","-0.21139325201511383","-0.21139325201511383","223","223","223","-0.023167060688138008","-0.023167060688138008","-0.023167060688138008","223","223","223","0.08899276703596115","0.08899276703596115","0.08899276703596115","223","223","223","0.09415128827095032","0.09415128827095032","0.09415128827095032","223","223","223","0.128689706325531","0.128689706325531","0.128689706325531"
"22500","224","224","224","-0.21501445770263672","-0.21501445770263672","-0.21501445770263672","224","224","224","-0.0183282308280468","-0.0183282308280468","-0.0183282308280468","224","224","224","0.07403059303760529","0.07403059303760529","0.07403059303760529","224","224","224","0.08509430289268494","0.08509430289268494","0.08509430289268494","224","224","224","0.13631047308444977","0.13631047308444977","0.13631047308444977"
