"ray/tune/info/num_steps_sampled","threshold_type: 7 - _step","threshold_type: 7 - _step__MIN","threshold_type: 7 - _step__MAX","threshold_type: 7 - ray/tune/custom_metrics/prediction_error_mean","threshold_type: 7 - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: 7 - ray/tune/custom_metrics/prediction_error_mean__MAX","threshold_type: 5 - _step","threshold_type: 5 - _step__MIN","threshold_type: 5 - _step__MAX","threshold_type: 5 - ray/tune/custom_metrics/prediction_error_mean","threshold_type: 5 - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: 5 - ray/tune/custom_metrics/prediction_error_mean__MAX","threshold_type: 3 - _step","threshold_type: 3 - _step__MIN","threshold_type: 3 - _step__MAX","threshold_type: 3 - ray/tune/custom_metrics/prediction_error_mean","threshold_type: 3 - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: 3 - ray/tune/custom_metrics/prediction_error_mean__MAX","threshold_type: 1 - _step","threshold_type: 1 - _step__MIN","threshold_type: 1 - _step__MAX","threshold_type: 1 - ray/tune/custom_metrics/prediction_error_mean","threshold_type: 1 - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: 1 - ray/tune/custom_metrics/prediction_error_mean__MAX"
"18600","185","185","185","0.08960692770779133","-0.014525135979056358","0.11848689615726471","185","185","185","-0.019801846891641616","-0.04704230651259422","0.06249178946018219","185","185","185","-0.11592282056808471","-0.17347832024097443","-0.08051449805498123","185","185","185","-0.1932106465101242","-0.2266455441713333","-0.15244707465171814"
"18700","186","186","186","0.08978667557239532","-0.016970515251159668","0.12072819471359253","186","186","186","-0.02512694299221039","-0.055640365928411484","0.06586454808712006","186","186","186","-0.1170594722032547","-0.15537254512310028","-0.08954392373561859","186","186","186","-0.195070081949234","-0.22178640961647034","-0.15445448458194733"
"18800","187","187","187","0.09043677113950252","-0.008063169196248055","0.12481509149074554","187","187","187","-0.025707055628299714","-0.05650516599416733","0.05326441302895546","187","187","187","-0.11856881082057953","-0.16380266845226288","-0.08260449022054672","187","187","187","-0.1935690313577652","-0.21958214044570923","-0.14930304884910583"
"18900","188","188","188","0.08576955273747444","-0.018780019134283066","0.11733560264110565","188","188","188","-0.023771947622299193","-0.05824317783117294","0.0632791668176651","188","188","188","-0.11819936335086823","-0.16843464970588684","-0.0785883367061615","188","188","188","-0.2009984403848648","-0.22364774346351624","-0.16072283685207367"
"19000","189","189","189","0.08762050382792949","-0.012860329821705818","0.12322665005922318","189","189","189","-0.029045209288597107","-0.06422451138496399","0.0602523609995842","189","189","189","-0.12583606988191604","-0.17584353685379028","-0.08510822802782059","189","189","189","-0.2014338731765747","-0.21934683620929718","-0.16672341525554657"
"19100","190","190","190","0.08275674469769001","-0.022739185020327568","0.11405276507139206","190","190","190","-0.02791794463992119","-0.05865677073597908","0.06307274848222733","190","190","190","-0.11941023468971253","-0.17510497570037842","-0.08904220908880234","190","190","190","-0.1980617880821228","-0.2186952531337738","-0.16592678427696228"
"19200","191","191","191","0.08696231134235859","-0.016554659232497215","0.12224774807691574","191","191","191","-0.02241193354129791","-0.05562061816453934","0.06613808125257492","191","191","191","-0.11930683404207229","-0.17029620707035065","-0.08105418086051941","191","191","191","-0.19441788792610168","-0.22068893909454346","-0.14664088189601898"
"19300","192","192","192","0.08512437306344509","-0.02533583529293537","0.12019386142492294","192","192","192","-0.027998679876327516","-0.07102257758378983","0.05983901768922806","192","192","192","-0.12063716650009156","-0.1720433384180069","-0.09281054884195328","192","192","192","-0.1983779102563858","-0.22784504294395447","-0.1433400809764862"
"19400","193","193","193","0.07909393534064293","-0.03523923084139824","0.11538363993167877","193","193","193","-0.02513690069317818","-0.06166714057326317","0.06875239312648773","193","193","193","-0.12146444469690323","-0.1726955771446228","-0.0872252956032753","193","193","193","-0.19852235913276672","-0.2272363156080246","-0.14995606243610382"
"19500","194","194","194","0.0827735722064972","-0.02998872846364975","0.11846517026424408","194","194","194","-0.03066772297024727","-0.06887485831975937","0.06737203150987625","194","194","194","-0.1185602143406868","-0.15518152713775635","-0.09384527802467346","194","194","194","-0.19825423061847686","-0.22256360948085785","-0.15043561160564423"
"19600","195","195","195","0.0852560456842184","-0.021517271175980568","0.12642724812030792","195","195","195","-0.025962595641613007","-0.05870195850729942","0.06662410497665405","195","195","195","-0.11931055039167404","-0.1685556173324585","-0.08947363495826721","195","195","195","-0.19638324975967408","-0.21904657781124115","-0.1509208381175995"
"19700","196","196","196","0.08715546317398548","-0.015384992584586143","0.12480980157852173","196","196","196","-0.026531281322240828","-0.0561746284365654","0.06224670633673668","196","196","196","-0.11858216971158982","-0.15244273841381073","-0.10219550877809525","196","196","196","-0.20322465002536774","-0.22473131120204926","-0.15733379125595093"
"19800","197","197","197","0.08230933770537377","-0.04110345616936684","0.11781933903694153","197","197","197","-0.03872390240430832","-0.07397069782018661","0.055348142981529236","197","197","197","-0.12542818635702133","-0.1799304485321045","-0.09001623094081879","197","197","197","-0.1941417098045349","-0.22090183198451996","-0.14668047428131104"
"19900","198","198","198","0.08006602227687835","-0.03027520328760147","0.11489756405353546","198","198","198","-0.034027866274118426","-0.06173186004161835","0.0539328008890152","198","198","198","-0.12135627120733261","-0.16636218130588531","-0.08949299901723862","198","198","198","-0.20006129145622253","-0.22532406449317932","-0.14879091084003448"
"20000","199","199","199","0.08064801134169101","-0.026899827644228935","0.12958882749080658","199","199","199","-0.03207838833332062","-0.0695323646068573","0.05459674820303917","199","199","199","-0.1198875904083252","-0.17607048153877258","-0.09238795191049576","199","199","199","-0.2024707466363907","-0.225882425904274","-0.1645929217338562"
"20100","200","200","200","0.0785217709839344","-0.03336700424551964","0.11936205625534058","200","200","200","-0.028140732645988466","-0.06369265913963318","0.05656749755144119","200","200","200","-0.12280298918485641","-0.17840832471847534","-0.0910169780254364","200","200","200","-0.19713160991668702","-0.2176762819290161","-0.15756456553936005"
"20200","201","201","201","0.0742879755795002","-0.03091980144381523","0.11249139904975891","201","201","201","-0.03534069210290909","-0.07697013765573502","0.05769616737961769","201","201","201","-0.12577185779809952","-0.1589841991662979","-0.10819727927446365","201","201","201","-0.19546642303466796","-0.21683460474014282","-0.14752082526683807"
"20300","202","202","202","0.07771898210048675","-0.03484434634447098","0.12446603178977966","202","202","202","-0.027255433797836303","-0.056308869272470474","0.05511852726340294","202","202","202","-0.12098665088415146","-0.16615885496139526","-0.08081728965044022","202","202","202","-0.19794744551181792","-0.22315457463264465","-0.14604373276233673"
"20400","203","203","203","0.07765648439526558","-0.04060379043221474","0.11515362560749054","203","203","203","-0.030351880192756652","-0.06326325237751007","0.05541619285941124","203","203","203","-0.12367260605096816","-0.17258009314537048","-0.093246228992939","203","203","203","-0.20114437043666838","-0.22041919827461243","-0.16064207255840302"
"20500","204","204","204","0.08055573031306267","-0.02409990504384041","0.12332918494939804","204","204","204","-0.028235051035881042","-0.055309101939201355","0.059501178562641144","204","204","204","-0.12658146172761917","-0.16846542060375214","-0.1008978858590126","204","204","204","-0.20210879445075988","-0.22694365680217743","-0.15696024894714355"
"20600","205","205","205","0.07269084006547928","-0.03508457541465759","0.10848955810070038","205","205","205","-0.029424598067998887","-0.06024973466992378","0.05419223755598068","205","205","205","-0.12359313368797302","-0.17372585833072662","-0.083816297352314","205","205","205","-0.19758352339267732","-0.2185465395450592","-0.15580931305885315"
"20700","206","206","206","0.07160611897706985","-0.03195669502019882","0.1055280938744545","206","206","206","-0.026446411013603212","-0.05213669314980507","0.056551869958639145","206","206","206","-0.12315710186958313","-0.1788492649793625","-0.08417034894227982","206","206","206","-0.19986877143383025","-0.23076565563678741","-0.15324154496192932"
"20800","207","207","207","0.07659862115979195","-0.03445712849497795","0.11799317598342896","207","207","207","-0.030253691226243974","-0.0625084638595581","0.053972356021404266","207","207","207","-0.12970420271158217","-0.17701424658298492","-0.09922382980585098","207","207","207","-0.20001624822616576","-0.22576189041137695","-0.14803917706012726"
"20900","208","208","208","0.07627219296991825","-0.02378302626311779","0.10628149658441544","208","208","208","-0.032794737815856935","-0.06664738804101944","0.05525699257850647","208","208","208","-0.12575024962425232","-0.17177948355674744","-0.08172287046909332","208","208","208","-0.20270650684833527","-0.23313282430171967","-0.15971417725086212"
"21000","209","209","209","0.07523846998810768","-0.03171328827738762","0.11533381789922714","209","209","209","-0.03015488535165787","-0.05997595191001892","0.05443749949336052","209","209","209","-0.1292566180229187","-0.17808783054351807","-0.09152647107839584","209","209","209","-0.19704281091690062","-0.21997040510177612","-0.15113785862922668"
"21100","210","210","210","0.07741603255271912","-0.04046058654785156","0.11485924571752548","210","210","210","-0.03412313312292099","-0.06609910726547241","0.05180557817220688","210","210","210","-0.1257052391767502","-0.16182886064052582","-0.0893082544207573","210","210","210","-0.19917531311511993","-0.22507426142692566","-0.15348906815052032"
"21200","211","211","211","0.08118447661399841","-0.03016657382249832","0.1158876121044159","211","211","211","-0.034879878908395764","-0.0672154650092125","0.05036872252821922","211","211","211","-0.11936207562685013","-0.15443933010101318","-0.07907290011644363","211","211","211","-0.20388880074024202","-0.22911319136619568","-0.1611064374446869"
"21300","212","212","212","0.07445021569728852","-0.03356461971998215","0.12012007087469101","212","212","212","-0.03324478641152382","-0.0634203851222992","0.053099993616342545","212","212","212","-0.1208250343799591","-0.1460132747888565","-0.09518255293369293","212","212","212","-0.19862962663173675","-0.2213796079158783","-0.16187527775764465"
"21400","213","213","213","0.07327575162053108","-0.03645138815045357","0.10701112449169159","213","213","213","-0.03499139398336411","-0.06796930730342865","0.06154012307524681","213","213","213","-0.11214900761842728","-0.14468441903591156","-0.08382600545883179","213","213","213","-0.20429536700248718","-0.22616814076900482","-0.15099576115608215"
"21500","214","214","214","0.07211458310484886","-0.049135852605104446","0.10722897201776505","214","214","214","-0.03478771075606346","-0.06914769113063812","0.04857829958200455","214","214","214","-0.1246641144156456","-0.17074839770793915","-0.08984851837158203","214","214","214","-0.20323122441768646","-0.23171238601207733","-0.15808236598968506"
"21600","215","215","215","0.07691015526652337","-0.042050424963235855","0.11453714966773987","215","215","215","-0.029092218726873398","-0.059780944138765335","0.052552808076143265","215","215","215","-0.12407792955636979","-0.150411456823349","-0.10419414937496185","215","215","215","-0.20112084746360778","-0.2269604504108429","-0.1576988250017166"
"21700","216","216","216","0.076699223741889","-0.029115425422787666","0.10763197392225266","216","216","216","-0.03194701001048088","-0.060977909713983536","0.050260771065950394","216","216","216","-0.1253615364432335","-0.16270197927951813","-0.08859745413064957","216","216","216","-0.2039051115512848","-0.22548989951610565","-0.16416363418102264"
"21800","217","217","217","0.07380913868546486","-0.03599425032734871","0.1081862524151802","217","217","217","-0.032428149878978726","-0.06212121248245239","0.06124502420425415","217","217","217","-0.12208351641893386","-0.15788719058036804","-0.10332446545362473","217","217","217","-0.2024081379175186","-0.22914272546768188","-0.15629896521568298"
"21900","218","218","218","0.07590595334768295","-0.03793320059776306","0.11496079713106155","218","218","218","-0.03386854976415634","-0.06466185301542282","0.048790838569402695","218","218","218","-0.12498492747545242","-0.16168639063835144","-0.09398245066404343","218","218","218","-0.2016111820936203","-0.2233055680990219","-0.15773627161979675"
"22000","219","219","219","0.07072610110044479","-0.043395064771175385","0.11281116306781769","219","219","219","-0.036816515028476715","-0.06599079072475433","0.0599258653819561","219","219","219","-0.12215159833431244","-0.159698486328125","-0.09002720564603806","219","219","219","-0.20465580523014068","-0.23087872564792633","-0.1583154797554016"
"22100","220","220","220","0.07202102914452553","-0.04134530946612358","0.10948571562767029","220","220","220","-0.030830839276313783","-0.059118952602148056","0.056485339999198914","220","220","220","-0.12307621389627457","-0.17023561894893646","-0.06542985886335373","220","220","220","-0.20407890677452087","-0.22810561954975128","-0.1565144658088684"
"22200","221","221","221","0.07753179557621478","-0.02386479638516903","0.10984877496957779","221","221","221","-0.03188800439238548","-0.061022717505693436","0.055644337087869644","221","221","221","-0.12057536840438843","-0.15394587814807892","-0.08588966727256775","221","221","221","-0.2041265219449997","-0.22534088790416718","-0.15720278024673462"
"22300","222","222","222","0.07126486375927925","-0.041143935173749924","0.10518672317266464","222","222","222","-0.036712391674518584","-0.0668744370341301","0.05385689437389374","222","222","222","-0.12274033129215241","-0.16086536645889282","-0.09782923012971878","222","222","222","-0.2047136515378952","-0.2303929477930069","-0.15493243932724"
"22400","223","223","223","0.07348702698946","-0.041670382022857666","0.11144647002220154","223","223","223","-0.03315636292099953","-0.05640488490462303","0.04165229573845863","223","223","223","-0.1267897069454193","-0.14885962009429932","-0.09862646460533142","223","223","223","-0.20208759605884552","-0.21986685693264008","-0.1597556471824646"
"22500","224","224","224","0.07658485621213913","-0.037087373435497284","0.12114615738391876","224","224","224","-0.03357831463217735","-0.07137679308652878","0.05791788920760155","224","224","224","-0.12048790752887725","-0.1616753786802292","-0.08632392436265945","224","224","224","-0.20391890704631804","-0.2218075692653656","-0.15631575882434845"
"22600","225","225","225","0.07028486356139182","-0.045106831938028336","0.11556533724069595","225","225","225","-0.03450413793325424","-0.0659634917974472","0.048330988734960556","225","225","225","-0.12483498007059098","-0.16045989096164703","-0.10073016583919525","225","225","225","-0.2034365028142929","-0.23427428305149078","-0.15661965310573578"
"22700","226","226","226","0.07294185608625411","-0.03948526829481125","0.11669356375932693","226","226","226","-0.03591262772679329","-0.06171484291553497","0.048322681337594986","226","226","226","-0.13041240870952606","-0.16408801078796387","-0.0996863916516304","226","226","226","-0.20172724425792693","-0.22555217146873474","-0.16285954415798187"
"22800","227","227","227","0.07207540571689605","-0.037459857761859894","0.1098492443561554","227","227","227","-0.03302253782749176","-0.05724075809121132","0.039342883974313736","227","227","227","-0.12660566866397857","-0.1596657931804657","-0.10109647363424301","227","227","227","-0.20337892770767213","-0.22505690157413483","-0.15974003076553345"
"22900","228","228","228","0.07154466509819031","-0.04045233875513077","0.10943038016557693","228","228","228","-0.03415922299027443","-0.05825361981987953","0.053087372332811356","228","228","228","-0.1251886323094368","-0.15597915649414062","-0.09985562413930893","228","228","228","-0.20468276143074035","-0.2288922816514969","-0.15513014793395996"
"23000","229","229","229","0.07446276023983955","-0.03704473748803139","0.11084591597318649","229","229","229","-0.03719211220741272","-0.06859445571899414","0.05018226057291031","229","229","229","-0.12704414278268814","-0.1644076257944107","-0.10007515549659729","229","229","229","-0.20395328998565673","-0.22592148184776306","-0.16099794209003448"
"23100","230","230","230","0.06718247383832932","-0.04943277686834335","0.10100344568490982","230","230","230","-0.03889754489064216","-0.06368100643157959","0.04578892141580582","230","230","230","-0.12582812011241912","-0.15829849243164062","-0.10054920613765717","230","230","230","-0.21118359565734862","-0.23376384377479553","-0.16187496483325958"
"23200","231","231","231","0.06800405755639076","-0.04140223190188408","0.10333927720785141","231","231","231","-0.035693885385990144","-0.06962643563747406","0.04732361435890198","231","231","231","-0.12340449690818786","-0.15961994230747223","-0.0959218293428421","231","231","231","-0.20582005977630616","-0.23162290453910828","-0.1627863645553589"
"23300","232","232","232","0.07148246951401234","-0.030926881358027458","0.10773128271102905","232","232","232","-0.03699578121304512","-0.06476520746946335","0.04655209183692932","232","232","232","-0.12632939964532852","-0.16873541474342346","-0.09276100993156433","232","232","232","-0.20428557097911834","-0.22868934273719788","-0.1489824652671814"
"23400","233","233","233","0.0673424981534481","-0.038114722818136215","0.09706157445907593","233","233","233","-0.03579728379845619","-0.07348974049091339","0.05503562465310097","233","233","233","-0.12413040846586228","-0.15687361359596252","-0.0869794711470604","233","233","233","-0.2060593456029892","-0.2321896255016327","-0.16082684695720673"
"23500","234","234","234","0.07140808254480362","-0.046502672135829926","0.10927801579236984","234","234","234","-0.02953312024474144","-0.055787112563848495","0.053408585488796234","234","234","234","-0.12264042049646377","-0.15810152888298035","-0.0823553279042244","234","234","234","-0.20414693057537078","-0.22802256047725677","-0.1491323709487915"
"23600","235","235","235","0.07557939291000366","-0.032602883875370026","0.10513995587825775","235","235","235","-0.034958212077617644","-0.06412303447723389","0.04664577543735504","235","235","235","-0.12452524453401566","-0.16764655709266663","-0.08300674706697464","235","235","235","-0.20669861733913422","-0.23229344189167023","-0.15651021897792816"
"23700","236","236","236","0.06497804820537567","-0.051407210528850555","0.09606783092021942","236","236","236","-0.03521830216050148","-0.06795647740364075","0.049239493906497955","236","236","236","-0.13062217235565185","-0.1547790914773941","-0.1135188490152359","236","236","236","-0.20376056432724","-0.23112481832504272","-0.1590772420167923"
"23800","237","237","237","0.06658740937709809","-0.04243289679288864","0.09928467124700546","237","237","237","-0.03497120961546898","-0.06074746325612068","0.04388326406478882","237","237","237","-0.12476199418306351","-0.15516844391822815","-0.08275993913412094","237","237","237","-0.20429413318634032","-0.22866906225681305","-0.15429452061653137"
"23900","238","238","238","0.06391750648617744","-0.04875781014561653","0.09734054654836655","238","238","238","-0.035457582026720044","-0.06526089459657669","0.051811058074235916","238","238","238","-0.13266850858926774","-0.16258366405963898","-0.0899859368801117","238","238","238","-0.20874353647232055","-0.23182114958763123","-0.16522206366062164"
"24000","239","239","239","0.06544500887393952","-0.03476059436798096","0.09819762408733368","239","239","239","-0.037366708368062974","-0.06290256977081299","0.04771381616592407","239","239","239","-0.12935715466737746","-0.16102458536624908","-0.09142573922872543","239","239","239","-0.20664769411087036","-0.2297290414571762","-0.15612681210041046"
"24100","240","240","240","0.06571931391954422","-0.04470162093639374","0.10587418079376221","240","240","240","-0.03922999873757362","-0.06681659817695618","0.04236555099487305","240","240","240","-0.12341057360172272","-0.16318516433238983","-0.08557584136724472","240","240","240","-0.21366123855113983","-0.23869569599628448","-0.16669589281082153"
"24200","241","241","241","0.06819272264838219","-0.044551316648721695","0.1097366064786911","241","241","241","-0.039802702516317366","-0.06888383626937866","0.04801151156425476","241","241","241","-0.1272583156824112","-0.17251800000667572","-0.08618137985467911","241","241","241","-0.20736334919929506","-0.23033401370048523","-0.16168220341205597"
"24300","242","242","242","0.06494650915265084","-0.04950851574540138","0.09787272661924362","242","242","242","-0.040711351484060285","-0.07027098536491394","0.04648095369338989","242","242","242","-0.12112232148647309","-0.15661829710006714","-0.07949431240558624","242","242","242","-0.20383609235286712","-0.22848936915397644","-0.16442157328128815"
"24400","243","243","243","0.06849191188812256","-0.04202815145254135","0.11102154850959778","243","243","243","-0.03759920075535774","-0.0674896314740181","0.04171755537390709","243","243","243","-0.12275386154651642","-0.15995179116725922","-0.061360716819763184","243","243","243","-0.2055191934108734","-0.22953154146671295","-0.16358555853366852"
"24500","244","244","244","0.06543205305933952","-0.0365302748978138","0.09442846477031708","244","244","244","-0.03864035308361054","-0.07317528873682022","0.04730222374200821","244","244","244","-0.12393582463264466","-0.162004753947258","-0.08993875980377197","244","244","244","-0.2054628074169159","-0.22837059199810028","-0.16150029003620148"
"24600","245","245","245","0.06897651553153991","-0.0461919829249382","0.10416898876428604","245","245","245","-0.040065045654773715","-0.0808970108628273","0.046163737773895264","245","245","245","-0.12050042003393173","-0.16004200279712677","-0.07902105152606964","245","245","245","-0.20510750412940978","-0.23375622928142548","-0.1609216034412384"
"24700","246","246","246","0.06508539542555809","-0.043126750737428665","0.1034364402294159","246","246","246","-0.041345304995775226","-0.07418348640203476","0.04676886275410652","246","246","246","-0.12239369004964828","-0.1652594953775406","-0.08487477898597717","246","246","246","-0.20998323261737822","-0.2350125014781952","-0.16003161668777466"
"24800","247","247","247","0.06459149643778801","-0.049114782363176346","0.10045719891786575","247","247","247","-0.03577503189444542","-0.07236123085021973","0.05229175090789795","247","247","247","-0.12217558771371842","-0.15106913447380066","-0.0929032415151596","247","247","247","-0.20855098068714142","-0.23868870735168457","-0.15297472476959229"
"24900","248","248","248","0.061130978912115094","-0.05870060250163078","0.0975196361541748","248","248","248","-0.04050943478941917","-0.07069303840398788","0.04813465476036072","248","248","248","-0.12243571430444718","-0.15660591423511505","-0.08889511227607727","248","248","248","-0.2065218359231949","-0.23394091427326202","-0.15672121942043304"
"25000","249","249","249","0.06444286704063415","-0.047608666121959686","0.10156556963920593","249","249","249","-0.03975677788257599","-0.06805942207574844","0.032700568437576294","249","249","249","-0.12096823602914811","-0.14987130463123322","-0.08128432184457779","249","249","249","-0.2058841586112976","-0.23363077640533447","-0.1656823456287384"
"25100","250","250","250","0.06514032706618308","-0.049146618694067","0.10694082826375961","250","250","250","-0.03952412903308868","-0.07009605318307877","0.04417324811220169","250","250","250","-0.12658809423446654","-0.1566075086593628","-0.10008078068494797","250","250","250","-0.20557094514369964","-0.22542183101177216","-0.16568604111671448"
"25200","251","251","251","0.06263435557484627","-0.04524138197302818","0.09199097007513046","251","251","251","-0.03978509977459908","-0.06188149005174637","0.034965768456459045","251","251","251","-0.12496543228626251","-0.15427979826927185","-0.09680511057376862","251","251","251","-0.20814279615879058","-0.2339417189359665","-0.1623508632183075"
"25300","252","252","252","0.06512324661016464","-0.042655229568481445","0.10104277729988098","252","252","252","-0.037171228975057605","-0.06427627801895142","0.0416371189057827","252","252","252","-0.12216548174619675","-0.1486600935459137","-0.08017267286777496","252","252","252","-0.20959128439426422","-0.23630094528198242","-0.1617763191461563"
"25400","253","253","253","0.06366391777992249","-0.052018798887729645","0.10023483633995056","253","253","253","-0.0388285368680954","-0.06705157458782196","0.054476890712976456","253","253","253","-0.1248551145195961","-0.15811990201473236","-0.09437431395053864","253","253","253","-0.2085172265768051","-0.23193012177944183","-0.16555537283420563"
"25500","254","254","254","0.06268678903579712","-0.0439409539103508","0.09323003143072128","254","254","254","-0.0393098846077919","-0.0649482011795044","0.03938376531004906","254","254","254","-0.1219335824251175","-0.1535884141921997","-0.09233668446540833","254","254","254","-0.2028646230697632","-0.22938834130764008","-0.16169705986976624"
"25600","255","255","255","0.06272314116358757","-0.049728404730558395","0.0960371345281601","255","255","255","-0.036026987433433535","-0.06445099413394928","0.04466034099459648","255","255","255","-0.12264436334371567","-0.16060011088848114","-0.09102106839418411","255","255","255","-0.2061015248298645","-0.2324429601430893","-0.16285812854766846"
"25700","256","256","256","0.06288787722587585","-0.04467318207025528","0.09489943832159042","256","256","256","-0.039239323884248736","-0.06328476220369339","0.03743491694331169","256","256","256","-0.12212524712085723","-0.14665985107421875","-0.08866617828607559","256","256","256","-0.20409487783908845","-0.22879672050476074","-0.16023030877113342"
"25800","257","257","257","0.06186925992369652","-0.04753982648253441","0.09177302569150925","257","257","257","-0.03820955008268356","-0.06787248700857162","0.040454596281051636","257","257","257","-0.1254306986927986","-0.16829055547714233","-0.10380391031503677","257","257","257","-0.21116929054260253","-0.23505699634552002","-0.16673891246318817"
"25900","258","258","258","0.06276248246431351","-0.044290296733379364","0.09589387476444244","258","258","258","-0.037624502927064894","-0.06216185539960861","0.037073735147714615","258","258","258","-0.12086697965860367","-0.151327446103096","-0.0827009379863739","258","258","258","-0.20650846958160402","-0.23263104259967804","-0.15748697519302368"
"26000","259","259","259","0.06291526108980179","-0.04404959827661514","0.0913003534078598","259","259","259","-0.037553129345178606","-0.06029944494366646","0.04252266883850098","259","259","259","-0.1160876289010048","-0.14481957256793976","-0.08348135650157928","259","259","259","-0.2096975862979889","-0.23243273794651031","-0.17101304233074188"
"26100","260","260","260","0.062096680700778964","-0.042134709656238556","0.09404690563678741","260","260","260","-0.03886387050151825","-0.0653376579284668","0.0425715409219265","260","260","260","-0.12332434505224228","-0.1583373248577118","-0.09024421870708466","260","260","260","-0.20783932507038116","-0.23237678408622742","-0.16366805136203766"
"26200","261","261","261","0.0638028159737587","-0.04004292190074921","0.09522247314453125","261","261","261","-0.032995647937059405","-0.054223064333200455","0.03361994028091431","261","261","261","-0.1290270656347275","-0.16737717390060425","-0.10381318628787994","261","261","261","-0.21142989695072173","-0.23482981324195862","-0.16006030142307281"
"26300","262","262","262","0.0644229643046856","-0.04741806164383888","0.10359928756952286","262","262","262","-0.039560220390558246","-0.06692036986351013","0.03608943894505501","262","262","262","-0.11868105232715606","-0.15850980579853058","-0.08060730248689651","262","262","262","-0.20797666311264038","-0.23384574055671692","-0.16259288787841797"
"26400","263","263","263","0.06395764201879502","-0.05213363468647003","0.10396886616945267","263","263","263","-0.045148329436779024","-0.0729183629155159","0.032761432230472565","263","263","263","-0.12903018593788146","-0.1656404733657837","-0.08805707842111588","263","263","263","-0.2092558801174164","-0.23172056674957275","-0.15541896224021912"
"26500","264","264","264","0.05834815949201584","-0.05194865167140961","0.08993581682443619","264","264","264","-0.04426465854048729","-0.07030387222766876","0.03516579791903496","264","264","264","-0.12488039284944534","-0.15404216945171356","-0.10486350953578949","264","264","264","-0.20699983537197114","-0.23132389783859253","-0.16240675747394562"
"26600","265","265","265","0.06134898588061333","-0.05212421342730522","0.09614573419094086","265","265","265","-0.035109002888202664","-0.061681438237428665","0.036894503980875015","265","265","265","-0.12177573442459107","-0.15861967206001282","-0.09357886016368866","265","265","265","-0.2137923300266266","-0.2414143979549408","-0.16092607378959656"
"26700","266","266","266","0.058381643146276474","-0.04602917656302452","0.0876537337899208","266","266","266","-0.038290297240018846","-0.06659992784261703","0.04273661971092224","266","266","266","-0.12509696781635285","-0.15579625964164734","-0.09095510095357895","266","266","266","-0.20866957902908326","-0.23283623158931732","-0.16011975705623627"
"26800","267","267","267","0.061871404945850375","-0.04126691073179245","0.09294034540653229","267","267","267","-0.03469280824065209","-0.06381490081548691","0.04199564456939697","267","267","267","-0.12186495065689087","-0.1559346616268158","-0.08528956025838852","267","267","267","-0.2127950072288513","-0.23173947632312775","-0.1665874570608139"
"26900","268","268","268","0.05469986498355865","-0.057372093200683594","0.09243562072515488","268","268","268","-0.036680853366851805","-0.06062839552760124","0.035893216729164124","268","268","268","-0.12674849182367326","-0.1636001318693161","-0.09625274688005447","268","268","268","-0.2081713616847992","-0.23300005495548248","-0.15926863253116608"
"27000","269","269","269","0.06266748383641244","-0.04062515124678612","0.10020638257265091","269","269","269","-0.04030024893581867","-0.06141221523284912","0.029544977471232414","269","269","269","-0.12673983424901963","-0.15877948701381683","-0.09016228467226028","269","269","269","-0.20563113391399385","-0.23358696699142456","-0.15967397391796112"
"27100","270","270","270","0.06541963666677475","-0.043142110109329224","0.10130195319652557","270","270","270","-0.04023512825369835","-0.06718305498361588","0.040313784033060074","270","270","270","-0.11945747584104538","-0.15164293348789215","-0.08104050159454346","270","270","270","-0.20692260563373566","-0.22958174347877502","-0.15892450511455536"
"27200","271","271","271","0.06246146857738495","-0.054045066237449646","0.10467211157083511","271","271","271","-0.041685596108436584","-0.07116898149251938","0.039612121880054474","271","271","271","-0.1260947197675705","-0.1429978609085083","-0.09871890395879745","271","271","271","-0.20805583000183106","-0.2357872724533081","-0.15552374720573425"
"27300","272","272","272","0.06194178611040115","-0.0494362935423851","0.09208012372255325","272","272","272","-0.03963358774781227","-0.07067608833312988","0.037154421210289","272","272","272","-0.12483006119728088","-0.15175680816173553","-0.09231064468622208","272","272","272","-0.2119038373231888","-0.23401010036468506","-0.16511408984661102"
"27400","273","273","273","0.060148074477911","-0.05103915557265282","0.10244660824537277","273","273","273","-0.04341396987438202","-0.07206456363201141","0.029414739459753036","273","273","273","-0.12048516869544983","-0.14815653860569","-0.08099393546581268","273","273","273","-0.21303122043609618","-0.23928242921829224","-0.16287614405155182"
"27500","274","274","274","0.0580461248755455","-0.05185914784669876","0.09216371178627014","274","274","274","-0.040721223875880244","-0.06724762916564941","0.02912094257771969","274","274","274","-0.1278553783893585","-0.15848714113235474","-0.08293762058019638","274","274","274","-0.20395416617393494","-0.22876513004302979","-0.1592976450920105"
"27600","275","275","275","0.0546576514840126","-0.052581898868083954","0.08691368997097015","275","275","275","-0.04117794185876846","-0.06970024108886719","0.027374662458896637","275","275","275","-0.12220598608255387","-0.1485280692577362","-0.09510841220617294","275","275","275","-0.20880306661128997","-0.22974644601345062","-0.16388265788555145"
